repo_full,week,attempts_total,outcome_n,failure_count,failure_rate,latency_n,feedback_latency_median_min,feedback_latency_p90_min,queue_latency_median_min,execution_span_median_min,logical_run_n,rerun_count,rerun_rate,additional_attempt_count,failed_then_passed_count,failed_then_passed_rate_among_reruns,merged_pr_count,pr_cycle_hours_median,qualified_review_latency_hours_median,reviewed_pr_n,churn_median,changed_files_median,commits_median,created_pr_count,workflow_count,workflow_concentration_hhi,release_count,split,external_calibration,external_evaluation_eligible,workflow_adjusted_latency_log,latency_log_raw,latency_log
tektoncd/pipeline,2026-05-04,791,742,135,0.18194070080862534,695,4.683333333333334,65.31000000000002,0.7,0.6166666666666667,721,65,0.09015256588072122,70,22,0.3384615384615385,47,87.52055555555556,87.41305555555556,46,10.0,2.0,1.0,39,7.0,0.2942825497338101,,holdout,False,False,0.6000776099420397,1.737537915061416,0.6000776099420397
tektoncd/pipeline,2026-05-11,1043,1009,163,0.16154608523290387,941,5.066666666666666,71.95,1.1,0.6,992,38,0.038306451612903226,51,22,0.5789473684210527,28,88.60708333333334,10.233888888888888,26,17.0,3.0,1.0,49,7.0,0.2943285327283474,,holdout,False,False,0.678027547984966,1.80280930541464,0.678027547984966
tektoncd/pipeline,2026-05-18,782,759,99,0.13043478260869565,717,1.4833333333333334,60.323333333333316,0.08333333333333333,0.6,762,19,0.024934383202099737,20,7,0.3684210526315789,26,88.36263888888888,88.22083333333333,26,10.0,3.0,1.0,33,8.0,0.2924300599812926,,holdout,False,False,0.19476564615314096,0.9096017437233584,0.19476564615314096
tektoncd/pipeline,2026-05-25,1187,1101,168,0.15258855585831063,1057,3.8333333333333335,60.13333333333333,0.43333333333333335,0.6,1079,88,0.08155699721964782,108,28,0.3181818181818182,54,93.61,70.91569444444444,52,10.0,2.5,1.0,44,7.0,0.2291356303793767,,holdout,False,False,0.30527711272057867,1.5755363607584192,0.30527711272057867
tektoncd/pipeline,2026-06-01,995,917,134,0.14612868047982552,900,3.625,64.32500000000003,0.06666666666666667,0.6166666666666667,872,100,0.11467889908256881,123,27,0.27,44,27.420972222222222,14.932500000000001,40,35.0,3.0,1.0,42,7.0,0.23402136309689145,,holdout,False,False,0.15193759672106563,1.5314763709643886,0.15193759672106563
tektoncd/pipeline,2026-06-08,1352,1184,147,0.1241554054054054,1124,3.2583333333333333,44.53333333333333,0.2583333333333333,0.6166666666666667,1163,179,0.15391229578675839,189,24,0.1340782122905028,55,10.858888888888888,2.7291666666666665,45,42.0,2.0,1.0,64,7.0,0.22876693743216273,,holdout,False,False,0.21219375984576097,1.4488778474216584,0.21219375984576097
tektoncd/pipeline,2026-06-15,1033,954,87,0.09119496855345911,922,4.441666666666666,54.553333333333335,0.5666666666666667,0.6166666666666667,946,84,0.08879492600422834,87,9,0.10714285714285714,22,46.46972222222222,25.825277777777778,21,11.0,2.0,1.0,42,7.0,0.253235672001117,,holdout,False,False,0.5280402759154453,1.694085386494385,0.5280402759154453
tektoncd/pipeline,2026-06-22,736,649,91,0.14021571648690292,631,4.666666666666667,45.416666666666664,0.16666666666666666,0.6166666666666667,631,85,0.1347068145800317,105,5,0.058823529411764705,18,15.115,12.60361111111111,17,9.0,1.5,1.0,31,7.0,0.22530349125708884,,holdout,False,False,0.1786060172054345,1.7346010553881064,0.1786060172054345
tektoncd/pipeline,2026-06-29,723,659,57,0.08649468892261002,646,2.925,25.78333333333333,0.3333333333333333,0.6,660,60,0.09090909090909091,63,7,0.11666666666666667,28,17.91222222222222,17.5525,25,10.0,1.0,1.0,28,7.0,0.23029715206158446,,holdout,False,False,0.2948470749434243,1.3673663512343717,0.2948470749434243
tektoncd/pipeline,2026-07-06,879,714,63,0.08823529411764706,714,1.2833333333333334,13.285000000000025,0.18333333333333332,0.6166666666666667,746,132,0.1769436997319035,133,5,0.03787878787878788,23,15.789166666666667,9.189722222222223,22,25.0,2.0,1.0,30,7.0,0.2254669374263079,,holdout,False,False,0.0973317044035061,0.8256363636060243,0.0973317044035061
tektoncd/pipeline,2026-07-13,391,360,33,0.09166666666666666,360,0.75,10.791666666666679,0.05,0.6166666666666667,378,13,0.03439153439153439,13,4,0.3076923076923077,5,26.08,15.112777777777778,5,6.0,3.0,1.0,17,7.0,0.23237027491970874,,holdout,False,False,0.00444944876654171,0.5596157879354227,0.00444944876654171
tektoncd/pipeline,2026-07-20,431,347,29,0.08357348703170028,342,0.75,11.368333333333345,0.06666666666666667,0.6166666666666667,397,34,0.08564231738035265,34,10,0.29411764705882354,14,86.01819444444445,6.897777777777778,14,29.5,3.0,1.0,22,7.0,0.29759206722616693,,holdout,False,False,0.03446095124798157,0.5596157879354227,0.03446095124798157
tektoncd/pipeline,2026-07-27,1094,865,119,0.1375722543352601,828,0.7666666666666667,30.46500000000004,0.06666666666666667,0.6166666666666667,1029,52,0.05053449951409135,65,21,0.40384615384615385,58,24.449166666666667,18.486944444444447,58,46.0,3.0,1.0,46,7.0,0.23017188654084603,,holdout,False,False,0.031354537154146496,0.5690945318899665,0.031354537154146496
tektoncd/pipeline,2026-08-03,649,588,54,0.09183673469387756,573,0.8333333333333334,34.23333333333336,0.13333333333333333,0.6333333333333333,626,22,0.03514376996805112,23,7,0.3181818181818182,17,41.86666666666667,39.76888888888889,17,753.0,34.0,1.0,39,7.0,0.28845847944330616,,holdout,False,False,0.03858425059959284,0.6061358035703155,0.03858425059959284
pytest-dev/pytest,2025-06-23,26,16,2,0.125,16,14.166666666666666,17.433333333333334,0.05,13.875,26,0,0.0,0,0,,10,9.2825,4.6802777777777775,7,7.0,2.0,1.0,10,1.0,1.0,,external,True,False,-0.0010982977490630041,2.719100037288795,-0.0010982977490630041
pytest-dev/pytest,2025-06-30,23,11,1,0.09090909090909091,11,14.116666666666667,19.333333333333332,0.08333333333333333,13.633333333333333,23,0,0.0,0,0,,4,6.448472222222222,9.381388888888889,3,17.0,2.0,1.0,6,1.0,1.0,,external,True,False,-0.004400447144822017,2.715797887893036,-0.004400447144822017
pytest-dev/pytest,2025-07-07,7,7,1,0.14285714285714285,7,13.916666666666666,29.950000000000006,0.05,13.85,7,0,0.0,0,0,,5,10.085555555555555,9.961666666666666,5,124.0,1.0,1.0,4,1.0,1.0,,external,True,False,-0.017719178985103223,2.7024791560527546,-0.017719178985103223
pytest-dev/pytest,2025-07-14,16,9,0,0.0,9,15.45,23.983333333333334,0.06666666666666667,14.733333333333333,16,0,0.0,0,0,,3,0.35055555555555556,0.1973611111111111,2,2.0,1.0,1.0,6,1.0,1.0,,external,True,False,0.08012714217352324,2.800325477211381,0.08012714217352324
pytest-dev/pytest,2025-07-21,20,16,9,0.5625,16,14.9,23.28333333333333,0.06666666666666667,14.791666666666666,18,1,0.05555555555555555,2,1,1.0,4,122.76513888888888,109.11472222222223,3,5.0,1.0,1.5,6,1.0,1.0,,external,True,False,0.04612077418832827,2.766319109226186,0.04612077418832827
pytest-dev/pytest,2025-07-28,7,7,0,0.0,7,15.45,24.56333333333334,0.05,15.4,7,0,0.0,0,0,,5,4.427777777777778,2.6783333333333332,5,10.0,1.0,1.0,5,1.0,1.0,,external,True,False,0.08012714217352324,2.800325477211381,0.08012714217352324
pytest-dev/pytest,2025-08-04,10,7,0,0.0,7,16.333333333333332,36.440000000000005,0.06666666666666667,15.816666666666666,10,0,0.0,0,0,,4,4.924305555555556,3.0797222222222222,4,3.0,1.0,1.0,5,1.0,1.0,,external,True,False,0.13243309487545973,2.8526314299133175,0.13243309487545973
pytest-dev/pytest,2025-08-11,8,7,1,0.14285714285714285,7,13.516666666666667,28.533333333333346,0.06666666666666667,13.483333333333333,8,0,0.0,0,0,,4,0.5498611111111111,0.5468055555555555,4,3.0,1.0,1.0,5,1.0,1.0,,external,True,False,-0.04490092040745575,2.675297414630402,-0.04490092040745575
pytest-dev/pytest,2025-08-18,14,10,1,0.1,10,14.933333333333334,25.336666666666655,0.058333333333333334,15.133333333333333,13,1,0.07692307692307693,1,1,1.0,6,3.2172222222222224,0.26430555555555557,6,18.0,1.0,1.0,6,1.0,1.0,,external,True,False,0.04821501579144272,2.7684133508293005,0.04821501579144272
pytest-dev/pytest,2025-08-25,42,28,6,0.21428571428571427,28,14.458333333333332,16.071666666666665,0.05,14.133333333333333,42,0,0.0,0,0,,9,2.3113888888888887,1.6127777777777779,9,4.0,2.0,1.0,12,1.0,1.0,,external,True,False,0.017949897221631428,2.7381482322594892,0.017949897221631428
pytest-dev/pytest,2025-09-01,23,22,9,0.4090909090909091,22,13.858333333333334,19.59833333333334,0.05,14.05,22,1,0.045454545454545456,1,1,1.0,9,8.466666666666667,0.4425,7,39.0,4.0,1.0,9,1.0,1.0,,external,True,False,-0.021637459956763472,2.6985608750810943,-0.021637459956763472
pytest-dev/pytest,2025-09-08,38,33,5,0.15151515151515152,33,14.183333333333334,39.42,0.05,14.016666666666667,38,0,0.0,0,0,,13,7.7725,1.3711111111111112,11,6.0,1.0,1.0,18,1.0,1.0,,external,True,False,0.0,2.720198335037858,0.0
pytest-dev/pytest,2025-09-15,46,30,6,0.2,30,13.575,19.25166666666667,0.058333333333333334,13.45,46,0,0.0,0,0,,6,45.70527777777778,5.840833333333333,6,33.5,2.0,1.0,9,1.0,1.0,,external,True,False,-0.040890602801301856,2.679307732236556,-0.040890602801301856
pytest-dev/pytest,2025-09-22,58,32,6,0.1875,32,14.216666666666665,19.590000000000007,0.10833333333333334,13.825,58,0,0.0,0,0,,8,3.4344444444444444,2.0579166666666664,8,4.0,1.0,1.0,11,1.0,1.0,,external,False,True,0.002192983335009835,2.7223913183728676,0.002192983335009835
pytest-dev/pytest,2025-09-29,69,47,12,0.2553191489361702,47,14.6,22.096666666666664,0.06666666666666667,14.55,68,1,0.014705882352941176,1,0,0.0,12,20.51222222222222,3.6508333333333334,12,40.0,2.0,1.0,13,1.0,1.0,,external,False,True,0.027072579217633397,2.747270914255491,0.027072579217633397
pytest-dev/pytest,2025-10-06,63,43,8,0.18604651162790697,43,13.8,18.556666666666676,0.06666666666666667,13.716666666666667,63,0,0.0,0,0,,16,16.102083333333333,0.8613888888888889,15,41.5,2.0,1.0,14,1.0,1.0,,external,False,True,-0.025571154267788554,2.6946271807700692,-0.025571154267788554
pytest-dev/pytest,2025-10-13,90,56,8,0.14285714285714285,56,13.458333333333332,16.75,0.06666666666666667,13.391666666666666,90,0,0.0,0,0,,7,9.135277777777778,3.5030555555555556,7,6.0,1.0,1.0,17,2.0,0.9565432098765432,,external,False,True,-0.0431802431833761,2.6712709495989135,-0.0431802431833761
pytest-dev/pytest,2025-10-20,63,40,6,0.15,40,13.858333333333334,16.108333333333334,0.18333333333333332,13.708333333333332,59,4,0.06779661016949153,4,0,0.0,8,30.068333333333335,2.6258333333333335,8,84.5,3.0,2.5,12,1.0,1.0,,external,False,True,-0.021637459956763472,2.6985608750810943,-0.021637459956763472
pytest-dev/pytest,2025-10-27,86,43,11,0.2558139534883721,43,13.833333333333334,18.623333333333335,0.1,13.6,86,0,0.0,0,0,,14,24.860277777777778,10.759027777777778,14,108.0,3.0,2.0,16,1.0,1.0,,external,False,True,-0.02332143453377311,2.6968769005040847,-0.02332143453377311
pytest-dev/pytest,2025-11-03,53,42,8,0.19047619047619047,41,21.366666666666667,47.7,0.05,19.966666666666665,53,0,0.0,0,0,,18,2.3230555555555554,0.7248611111111111,16,9.0,2.5,1.0,25,2.0,0.9629761480954075,,external,False,True,0.38737342027166877,3.1075717553095266,0.38737342027166877
pytest-dev/pytest,2025-11-10,116,65,4,0.06153846153846154,65,26.0,33.25666666666667,0.06666666666666667,25.55,116,0,0.0,0,0,,37,1.8588888888888888,0.4156944444444445,36,10.0,3.0,1.0,50,1.0,1.0,,external,False,True,0.5756385309664713,3.295836866004329,0.5756385309664713
pytest-dev/pytest,2025-11-17,59,35,4,0.11428571428571428,35,25.116666666666667,32.84666666666667,0.08333333333333333,25.0,58,1,0.017241379310344827,1,1,1.0,19,7.574722222222222,4.440277777777778,19,9.0,1.0,1.0,17,1.0,1.0,,external,False,True,0.5423753450960622,3.26257368013392,0.5423753450960622
pytest-dev/pytest,2025-11-24,31,25,4,0.16,25,13.383333333333333,16.74666666666667,0.05,13.183333333333334,31,0,0.0,0,0,,10,1.1129166666666666,0.9002777777777777,10,5.0,1.0,1.0,13,1.0,1.0,,external,False,True,-0.05412820617653047,2.6660701288613273,-0.05412820617653047
pytest-dev/pytest,2025-12-01,29,22,2,0.09090909090909091,22,13.991666666666667,21.166666666666668,0.05,14.066666666666666,28,1,0.03571428571428571,1,1,1.0,8,1.5813888888888887,2.4908333333333332,7,11.0,1.0,1.0,13,1.0,1.0,,external,False,True,-0.012703843869370512,2.7074944911684873,-0.012703843869370512
pytest-dev/pytest,2025-12-08,15,14,2,0.14285714285714285,14,13.608333333333334,20.01166666666667,0.05,13.558333333333334,15,0,0.0,0,0,,9,8.735,2.6719444444444442,9,20.0,1.0,1.0,7,1.0,1.0,,external,False,True,-0.03860619289866918,2.6815921421391886,-0.03860619289866918
pytest-dev/pytest,2025-12-15,35,20,6,0.3,20,13.758333333333333,15.245,0.06666666666666667,13.516666666666666,35,0,0.0,0,0,,4,174.36277777777778,1.709861111111111,4,3.0,1.0,1.0,8,1.0,1.0,,external,False,True,-0.028390440037070253,2.6918078950007875,-0.028390440037070253
pytest-dev/pytest,2025-12-22,31,21,2,0.09523809523809523,21,14.45,33.21666666666667,0.05,14.35,31,0,0.0,0,0,,12,130.72458333333333,7.434722222222222,7,3.5,1.0,1.0,14,1.0,1.0,,external,False,True,0.01741066830589677,2.7376090033437546,0.01741066830589677
pytest-dev/pytest,2025-12-29,47,23,4,0.17391304347826086,23,13.483333333333333,15.476666666666668,0.16666666666666666,13.3,47,0,0.0,0,0,,2,345.38750000000005,53.396527777777784,2,16.0,4.0,1.5,10,1.0,1.0,,external,False,True,-0.047199771994566486,2.6729985630432913,-0.047199771994566486
pytest-dev/pytest,2026-01-05,15,14,3,0.21428571428571427,14,13.583333333333334,15.576666666666668,0.05,13.541666666666668,15,0,0.0,0,0,,4,20.640555555555558,20.63861111111111,4,91.5,2.5,1.0,8,1.0,1.0,,external,False,True,-0.04031901090234413,2.6798793241355137,-0.04031901090234413
pytest-dev/pytest,2026-01-12,80,56,6,0.10714285714285714,56,13.908333333333333,18.90833333333333,0.05,13.891666666666666,79,1,0.012658227848101266,1,0,0.0,14,6.3718055555555555,6.025555555555556,14,11.0,2.0,1.0,21,1.0,1.0,,external,False,True,-0.01827799431118482,2.701920340726673,-0.01827799431118482
pytest-dev/pytest,2026-01-19,37,29,8,0.27586206896551724,29,13.75,15.756666666666664,0.05,13.716666666666667,37,0,0.0,0,0,,7,6.329166666666667,6.182222222222222,7,48.0,1.0,1.0,8,1.0,1.0,,external,False,True,-0.028955252252028885,2.691243082785829,-0.028955252252028885
pytest-dev/pytest,2026-01-26,24,16,3,0.1875,16,14.241666666666667,18.041666666666664,0.05,14.075,24,0,0.0,0,0,,5,157.2563888888889,6.346388888888889,5,84.0,2.0,1.0,8,1.0,1.0,,external,False,True,0.003834570570961926,2.7240329056088197,0.003834570570961926
pytest-dev/pytest,2026-02-02,31,20,4,0.2,20,15.483333333333334,24.910000000000032,0.05,15.216666666666667,30,1,0.03333333333333333,1,1,1.0,5,3.03,2.9472222222222224,5,10.0,1.0,1.0,10,1.0,1.0,,external,False,True,0.08215143436275385,2.8023497694006116,0.08215143436275385
pytest-dev/pytest,2026-02-09,50,38,4,0.10526315789473684,38,16.941666666666666,23.886666666666667,0.06666666666666667,16.358333333333334,48,2,0.041666666666666664,2,2,1.0,20,2.746388888888889,0.8593055555555555,20,22.0,1.0,1.0,22,1.0,1.0,,external,False,True,0.16692741954445944,2.8871257545823172,0.16692741954445944
pytest-dev/pytest,2026-02-16,45,34,3,0.08823529411764706,34,15.508333333333333,19.63,0.05,15.466666666666665,42,3,0.07142857142857142,3,0,0.0,6,4.477222222222222,4.080416666666666,6,46.0,1.5,1.0,25,1.0,1.0,,external,False,True,0.08366696887864711,2.803865303916505,0.08366696887864711
pytest-dev/pytest,2026-02-23,32,21,3,0.14285714285714285,21,15.35,21.483333333333334,0.05,15.75,30,2,0.06666666666666667,2,1,0.5,7,6.0675,5.052777777777778,6,4.0,1.0,1.0,14,1.0,1.0,,external,False,True,0.0740295623054048,2.7942278973432626,0.0740295623054048
pytest-dev/pytest,2026-03-02,42,27,1,0.037037037037037035,27,16.333333333333332,30.43,0.21666666666666667,16.283333333333335,42,0,0.0,0,0,,12,13.295277777777777,4.7683333333333335,12,8.0,1.0,1.0,22,1.0,1.0,,external,False,True,0.13243309487545973,2.8526314299133175,0.13243309487545973
pytest-dev/pytest,2026-03-09,72,39,6,0.15384615384615385,39,15.833333333333334,18.780000000000005,0.05,15.516666666666667,72,0,0.0,0,0,,9,10.486944444444445,6.434444444444445,9,4.0,1.0,1.0,14,2.0,0.9726080246913582,,external,False,True,0.10415232176051292,2.8233610476132047,0.10415232176051292
pytest-dev/pytest,2026-03-16,55,36,1,0.027777777777777776,36,15.791666666666668,21.5,0.05,15.633333333333333,55,0,0.0,0,0,,14,18.367361111111112,16.37097222222222,14,20.0,2.0,1.0,15,1.0,1.0,,external,False,True,0.10068439656087946,2.8208827315987373,0.10068439656087946
pytest-dev/pytest,2026-03-23,39,27,7,0.25925925925925924,27,14.583333333333334,16.356666666666666,0.05,14.2,39,0,0.0,0,0,,2,5.569027777777778,5.565416666666667,2,163.0,1.5,1.0,11,1.0,1.0,,external,False,True,0.026003632028728685,2.7462019670665865,0.026003632028728685
pytest-dev/pytest,2026-03-30,40,20,3,0.15,20,14.533333333333333,16.948333333333334,0.4083333333333333,14.225000000000001,40,0,0.0,0,0,,7,7.113611111111111,5.114166666666667,7,8.0,1.0,1.0,10,1.0,1.0,,external,False,True,0.022789917425632744,2.7429882524634905,0.022789917425632744
pytest-dev/pytest,2026-04-06,67,49,0,0.0,49,14.783333333333333,18.046666666666667,0.06666666666666667,14.75,67,0,0.0,0,0,,20,18.067083333333336,5.736944444444444,17,49.0,3.0,1.0,25,1.0,1.0,,external,False,True,0.03875619592611956,2.7589545309639774,0.03875619592611956
pytest-dev/pytest,2026-04-13,14,12,2,0.16666666666666666,12,14.15,15.873333333333333,0.05,13.991666666666667,13,1,0.07692307692307693,1,1,1.0,3,180.62083333333334,0.08444444444444445,3,25.0,4.0,6.0,7,1.0,1.0,,external,False,True,-0.0021978030824794104,2.7180005319553784,-0.0021978030824794104
pytest-dev/pytest,2026-04-20,37,28,2,0.07142857142857142,28,15.091666666666667,29.581666666666667,0.05,14.741666666666667,36,1,0.027777777777777776,1,0,0.0,14,13.879444444444445,5.469305555555556,12,12.0,1.0,1.0,21,1.0,1.0,,external,False,True,0.05810320460861096,2.7783015396464688,0.05810320460861096
pytest-dev/pytest,2026-04-27,39,23,1,0.043478260869565216,23,14.85,18.756666666666668,0.13333333333333333,14.533333333333333,39,0,0.0,0,0,,10,57.00333333333333,12.649444444444445,9,17.5,2.0,1.5,11,1.0,1.0,,external,False,True,0.042971165285431656,2.7631695003232895,0.042971165285431656
pytest-dev/pytest,2026-05-04,44,33,3,0.09090909090909091,33,14.45,16.17666666666667,0.16666666666666666,14.133333333333333,43,1,0.023255813953488372,1,1,1.0,7,63.201388888888886,20.35,7,47.0,4.0,2.0,16,1.0,1.0,,external,False,True,0.01741066830589677,2.7376090033437546,0.01741066830589677
pytest-dev/pytest,2026-05-11,55,37,4,0.10810810810810811,37,15.466666666666667,17.99,0.13333333333333333,14.95,55,0,0.0,0,0,,10,11.840833333333332,8.195833333333333,10,19.0,2.5,1.0,20,1.0,1.0,,external,False,True,0.08113980048790959,2.8013381355257674,0.08113980048790959
pytest-dev/pytest,2026-05-18,106,86,16,0.18604651162790697,86,14.716666666666667,20.383333333333333,0.05,14.75,103,3,0.02912621359223301,3,2,0.6666666666666666,24,184.97152777777777,8.368611111111111,24,24.5,2.0,2.0,17,1.0,1.0,,external,False,True,0.03452338537349897,2.7547217204113568,0.03452338537349897
pytest-dev/pytest,2026-05-25,92,71,14,0.19718309859154928,71,13.6,17.95,0.05,13.45,85,3,0.03529411764705882,7,3,1.0,16,7.795694444444445,1.3733333333333333,16,16.5,3.0,1.0,19,2.0,0.8594045368620038,,external,False,True,-0.027261771745695995,2.681021528714291,-0.027261771745695995
pytest-dev/pytest,2026-06-01,105,70,20,0.2857142857142857,70,14.45,18.613333333333333,0.06666666666666667,14.316666666666666,105,0,0.0,0,0,,14,19.833472222222223,12.544166666666666,14,10.0,1.5,1.0,30,1.0,1.0,,external,False,True,0.01741066830589677,2.7376090033437546,0.01741066830589677
pytest-dev/pytest,2026-06-08,75,52,3,0.057692307692307696,52,15.308333333333334,21.32333333333333,0.05,14.983333333333334,74,1,0.013513513513513514,1,0,0.0,13,22.505,10.280833333333334,12,85.0,2.0,1.0,18,1.0,1.0,,external,False,True,0.07147788957617252,2.7916762246140303,0.07147788957617252
pytest-dev/pytest,2026-06-15,60,40,0,0.0,40,16.2,27.416666666666668,0.15,15.866666666666667,57,3,0.05263157894736842,3,0,0.0,21,3.0994444444444444,1.4772222222222222,18,41.0,3.0,1.0,26,1.0,1.0,,external,False,True,0.12471104878154948,2.8449093838194073,0.12471104878154948
pytest-dev/pytest,2026-06-22,55,38,0,0.0,38,14.308333333333334,19.17,0.06666666666666667,14.108333333333334,54,1,0.018518518518518517,1,0,0.0,12,27.775694444444444,20.50138888888889,12,68.5,1.0,2.0,16,1.0,1.0,,external,False,True,0.008199007395222058,2.72839734243308,0.008199007395222058
pytest-dev/pytest,2026-06-29,36,22,0,0.0,22,14.941666666666666,20.843333333333334,0.175,14.641666666666667,35,1,0.02857142857142857,1,0,0.0,5,0.72,0.7180555555555556,5,16.0,1.0,1.0,16,1.0,1.0,,external,False,True,0.04873789162034914,2.768936226658207,0.04873789162034914
pytest-dev/pytest,2026-07-06,29,23,12,0.5217391304347826,23,15.033333333333333,20.543333333333333,0.05,15.133333333333333,27,2,0.07407407407407407,2,0,0.0,5,26.128611111111113,0.06666666666666667,3,8.0,3.0,1.0,16,1.0,1.0,,external,False,True,0.05447155340574783,2.7746698884436056,0.05447155340574783
pytest-dev/pytest,2026-07-13,61,41,8,0.1951219512195122,41,14.833333333333334,27.566666666666666,0.05,14.8,59,2,0.03389830508474576,2,0,0.0,3,9.287222222222223,9.246944444444445,3,4.0,2.0,1.0,23,1.0,1.0,,external,False,True,0.041919087334628014,2.762117422372486,0.041919087334628014
pytest-dev/pytest,2026-07-20,193,134,19,0.1417910447761194,134,18.616666666666667,44.11500000000001,0.06666666666666667,18.475,189,4,0.021164021164021163,4,3,0.75,31,40.88166666666667,10.110277777777778,31,48.0,3.0,2.0,44,1.0,1.0,,external,False,True,0.25618121000031824,2.976379545038176,0.25618121000031824
pytest-dev/pytest,2026-07-27,112,85,14,0.16470588235294117,85,18.083333333333332,49.21333333333334,0.11666666666666667,18.05,110,2,0.01818181818181818,2,0,0.0,16,73.61833333333334,5.464444444444444,16,68.5,1.0,1.5,40,1.0,1.0,,external,False,True,0.22861701872838136,2.948815353766239,0.22861701872838136
pytest-dev/pytest,2026-08-03,31,28,4,0.14285714285714285,28,18.691666666666666,23.688333333333336,0.05,18.65833333333333,29,2,0.06896551724137931,2,0,0.0,11,91.26944444444445,9.494444444444444,11,21.0,2.0,1.0,8,1.0,1.0,,external,False,True,0.25999719936700405,2.980195534404862,0.25999719936700405
helm/helm,2025-06-23,69,51,7,0.13725490196078433,51,3.8333333333333335,5.833333333333333,0.05,3.7666666666666666,51,18,0.35294117647058826,18,0,0.0,9,162.33027777777778,30.548055555555557,9,11.0,2.0,1.0,10,3.0,0.3333333333333333,,external,True,False,-0.03968052240439212,1.5755363607584192,-0.03968052240439212
helm/helm,2025-06-30,96,84,14,0.16666666666666666,84,3.8583333333333334,5.9783333333333335,0.06666666666666667,3.8,84,12,0.14285714285714285,12,0,0.0,6,42.724444444444444,8.124861111111112,6,27.5,2.5,1.0,8,3.0,0.3333333333333333,,external,True,False,-0.03090268293504243,1.5806954435684464,-0.03090268293504243
helm/helm,2025-07-07,177,149,13,0.087248322147651,149,3.816666666666667,6.0,0.06666666666666667,3.7666666666666666,149,28,0.18791946308724833,28,0,0.0,10,15.586111111111112,15.58375,10,12.0,2.0,1.0,21,3.0,0.3335248491812697,,external,True,False,-0.023760954887799564,1.5720821258903315,-0.023760954887799564
helm/helm,2025-07-14,106,84,13,0.15476190476190477,76,3.9166666666666665,6.058333333333334,0.05,3.8666666666666667,84,22,0.2619047619047619,22,0,0.0,17,76.7725,19.136944444444445,17,48.0,2.0,1.0,12,3.0,0.33641865432538265,,external,True,False,-0.014185666655840364,1.5926307941177191,-0.014185666655840364
helm/helm,2025-07-21,108,87,5,0.05747126436781609,87,3.85,6.1033333333333335,0.05,3.816666666666667,87,21,0.2413793103448276,21,0,0.0,7,20.050833333333333,17.56138888888889,7,6.0,2.0,1.0,14,3.0,0.3333333333333333,,external,True,False,-0.030658470066668886,1.5789787049493917,-0.030658470066668886
helm/helm,2025-07-28,48,33,5,0.15151515151515152,33,4.116666666666666,6.023333333333333,0.05,4.066666666666666,33,15,0.45454545454545453,15,0,0.0,2,40.16861111111111,22.924444444444443,2,18.0,2.0,1.0,7,3.0,0.3333333333333333,,external,True,False,-0.015270871473498778,1.6325031853650964,-0.015270871473498778
helm/helm,2025-08-04,186,146,14,0.0958904109589041,146,4.216666666666667,6.1,0.05,4.158333333333333,145,40,0.27586206896551724,41,0,0.0,14,119.32097222222222,16.27652777777778,14,25.0,2.0,1.0,11,3.0,0.33350676378772115,,external,True,False,-0.003645717461662414,1.6518586283180525,-0.003645717461662414
helm/helm,2025-08-11,109,85,5,0.058823529411764705,85,4.15,6.07,0.05,4.116666666666666,84,24,0.2857142857142857,25,0,0.0,10,338.64722222222224,15.092083333333333,10,17.5,2.0,1.0,13,3.0,0.33338944533288445,,external,True,False,0.0027920135865936928,1.6389967146756448,0.0027920135865936928
helm/helm,2025-08-18,196,178,15,0.08426966292134831,178,3.8333333333333335,6.171666666666667,0.05,3.783333333333333,177,19,0.10734463276836158,19,1,0.05263157894736842,20,112.14347222222221,20.783472222222223,20,48.0,2.0,1.0,21,3.0,0.342930029154519,,external,True,False,-0.0067564329057476355,1.5755363607584192,-0.0067564329057476355
helm/helm,2025-08-25,204,204,30,0.14705882352941177,204,3.9916666666666667,6.445,0.05,3.933333333333333,204,0,0.0,0,0,,13,114.00527777777778,58.196666666666665,13,33.0,2.0,1.0,24,3.0,0.33564013840830453,,external,True,False,0.0310061845750457,1.6077698553334034,0.0310061845750457
helm/helm,2025-09-01,253,223,34,0.15246636771300448,223,4.116666666666666,6.646666666666667,0.05,4.066666666666666,222,31,0.13963963963963963,31,0,0.0,22,35.090555555555554,12.952916666666667,22,76.5,2.0,1.0,32,3.0,0.3333437485353623,,external,True,False,0.05268445577944015,1.6325031853650964,0.05268445577944015
helm/helm,2025-09-08,198,180,16,0.08888888888888889,180,4.316666666666666,6.751666666666667,0.05,4.258333333333333,180,18,0.1,18,0,0.0,14,23.182916666666667,19.212083333333332,14,14.0,2.0,1.0,22,3.0,0.3333333333333333,,external,True,False,0.07470983960870152,1.6708465405627437,0.07470983960870152
helm/helm,2025-09-15,103,97,11,0.1134020618556701,97,4.25,6.506666666666667,0.05,4.216666666666667,96,7,0.07291666666666667,7,0,0.0,7,65.39166666666667,18.523611111111112,7,64.0,4.0,1.0,16,3.0,0.333396173060609,,external,True,False,0.028252792371814862,1.6582280766035324,0.028252792371814862
