repo_full,detector_variant,metric,window_weeks,window_role,threshold,threshold_role,persistence_weeks,persistence_role,affected_metrics,magnitude_level,magnitude,duration_weeks,volume_condition,missingness_condition,scenario_count,mean_precision,precision_valid_observations,mean_recall,recall_valid_observations,mean_false_alarm_rate,false_alarm_rate_valid_observations,mean_episode_detection_rate,episode_detection_rate_valid_observations,mean_detection_delay_weeks,detection_delay_weeks_valid_observations,mean_boundary_overlap,boundary_overlap_valid_observations,mean_alarm_duration_weeks,alarm_duration_weeks_valid_observations,mean_unevaluable_fraction,unevaluable_fraction_valid_observations
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,1.0,sensitivity,rerun_rate,medium,"{""rerun_rate"": 0.1}",1,low_volume,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.7222222222222224,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,1.0,sensitivity,rerun_rate,medium,"{""rerun_rate"": 0.1}",1,observed,controlled,100,,0,,0,0.0,90,0.0,100,,0,,0,0.0,100,0.8772222222222226,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,1.0,sensitivity,rerun_rate,medium,"{""rerun_rate"": 0.1}",1,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.7222222222222224,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,1.0,sensitivity,rerun_rate,medium,"{""rerun_rate"": 0.1}",2,low_volume,none,100,1.0,1,0.005,100,0.0,100,0.01,100,1.0,1,0.005,100,0.01,100,0.7222222222222224,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,1.0,sensitivity,rerun_rate,medium,"{""rerun_rate"": 0.1}",2,observed,controlled,100,,0,0.0,48,0.0,96,0.0,100,,0,0.0,48,0.0,100,0.8663888888888888,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,1.0,sensitivity,rerun_rate,medium,"{""rerun_rate"": 0.1}",2,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.7222222222222224,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,1.0,sensitivity,rerun_rate,medium,"{""rerun_rate"": 0.1}",4,low_volume,none,100,1.0,2,0.005,100,0.0,100,0.02,100,1.0,2,0.005,100,0.02,100,0.7222222222222224,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,1.0,sensitivity,rerun_rate,medium,"{""rerun_rate"": 0.1}",4,observed,controlled,100,,0,0.0,79,0.0,87,0.0,100,,0,0.0,79,0.0,100,0.8652777777777775,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,1.0,sensitivity,rerun_rate,medium,"{""rerun_rate"": 0.1}",4,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.7222222222222224,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,1.0,sensitivity,rerun_rate,medium,"{""rerun_rate"": 0.1}",8,low_volume,none,100,1.0,2,0.0025,100,0.0,100,0.02,100,2.0,2,0.0025,100,0.02,100,0.7222222222222224,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,1.0,sensitivity,rerun_rate,medium,"{""rerun_rate"": 0.1}",8,observed,controlled,100,,0,0.0,63,0.0,67,0.0,100,,0,0.0,63,0.0,100,0.9266666666666664,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,1.0,sensitivity,rerun_rate,medium,"{""rerun_rate"": 0.1}",8,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.7222222222222224,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate,high,"{""failure_rate"": 0.2}",1,observed,none,100,,0,0.0,92,0.0,100,0.0,100,,0,0.0,92,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate,high,"{""failure_rate"": 0.2}",2,observed,none,100,1.0,2,0.01,100,0.0,100,0.02,100,1.0,2,0.01,100,0.02,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate,high,"{""failure_rate"": 0.2}",4,observed,none,100,1.0,4,0.0108333333333333,100,0.0,100,0.04,100,1.25,4,0.0108333333333333,100,0.04,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate,high,"{""failure_rate"": 0.2}",8,observed,none,100,1.0,8,0.010535714285714199,100,0.0,100,0.08,100,1.375,8,0.010535714285714199,100,0.08,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate,low,"{""failure_rate"": 0.05}",1,observed,none,100,,0,0.0,92,0.0,100,0.0,100,,0,0.0,92,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate,low,"{""failure_rate"": 0.05}",2,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate,low,"{""failure_rate"": 0.05}",4,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate,low,"{""failure_rate"": 0.05}",8,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate,medium,"{""failure_rate"": 0.1}",1,low_volume,none,100,,0,0.0,84,0.0,100,0.0,100,,0,0.0,84,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate,medium,"{""failure_rate"": 0.1}",1,observed,controlled,100,,0,,0,0.0,75,0.0,100,,0,,0,0.0,100,0.9002777777777778,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate,medium,"{""failure_rate"": 0.1}",1,observed,none,100,,0,0.0,93,0.0,100,0.0,100,,0,0.0,93,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate,medium,"{""failure_rate"": 0.1}",2,low_volume,none,100,1.0,1,0.005,100,0.0,100,0.01,100,1.0,1,0.005,100,0.01,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate,medium,"{""failure_rate"": 0.1}",2,observed,controlled,100,,0,0.0,47,0.0,79,0.0,100,,0,0.0,47,0.0,100,0.8994444444444446,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate,medium,"{""failure_rate"": 0.1}",2,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate,medium,"{""failure_rate"": 0.1}",4,low_volume,none,100,1.0,1,0.0025,100,0.0,100,0.01,100,1.0,1,0.0025,100,0.01,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate,medium,"{""failure_rate"": 0.1}",4,observed,controlled,100,,0,0.0,73,0.0,71,0.0,100,,0,0.0,73,0.0,100,0.901944444444445,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate,medium,"{""failure_rate"": 0.1}",4,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate,medium,"{""failure_rate"": 0.1}",8,low_volume,none,100,1.0,4,0.0055357142857142,100,0.0,100,0.04,100,2.25,4,0.0055357142857142,100,0.04,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate,medium,"{""failure_rate"": 0.1}",8,observed,controlled,100,1.0,1,0.0066666666666666,75,0.0,37,0.01,100,1.0,1,0.0066666666666666,75,0.01,100,0.9386111111111112,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate,medium,"{""failure_rate"": 0.1}",8,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""rerun_rate"": 0.2}",1,observed,none,100,,0,0.0,84,0.0,100,0.0,100,,0,0.0,84,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""rerun_rate"": 0.2}",2,observed,none,100,1.0,38,0.225,100,0.0,100,0.38,100,1.0,38,0.225,100,0.38,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""rerun_rate"": 0.2}",4,observed,none,100,1.0,54,0.22333333333333327,100,0.0,100,0.54,100,1.5740740740740742,54,0.22333333333333327,100,0.87,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""rerun_rate"": 0.2}",8,observed,none,100,1.0,52,0.1167857142857142,100,0.0,100,0.52,100,2.0961538461538463,52,0.1167857142857142,100,0.91,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate+rerun_rate,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",1,observed,none,100,,0,0.0,91,0.0,100,0.0,100,,0,0.0,91,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate+rerun_rate,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",2,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate+rerun_rate,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",4,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate+rerun_rate,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",1,low_volume,none,100,,0,0.0,92,0.0,100,0.0,100,,0,0.0,92,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",1,observed,controlled,100,,0,,0,0.0,85,0.0,100,,0,,0,0.0,100,0.8894444444444443,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",1,observed,none,100,,0,0.0,85,0.0,100,0.0,100,,0,0.0,85,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",2,low_volume,none,100,1.0,2,0.01,100,0.0,100,0.02,100,1.0,2,0.01,100,0.02,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",2,observed,controlled,100,,0,0.0,48,0.0,83,0.0,100,,0,0.0,48,0.0,100,0.888611111111111,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",2,observed,none,100,1.0,1,0.005,100,0.0,100,0.01,100,1.0,1,0.005,100,0.01,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",4,low_volume,none,100,1.0,8,0.0233333333333333,100,0.0,100,0.08,100,1.625,8,0.0233333333333333,100,0.09,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",4,observed,controlled,100,,0,0.0,43,0.0,71,0.0,100,,0,0.0,43,0.0,100,0.9236111111111112,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",4,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",8,low_volume,none,100,1.0,11,0.0169642857142857,100,0.0,100,0.11,100,1.818181818181818,11,0.0169642857142857,100,0.13,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",8,observed,controlled,100,,0,0.0,42,0.0,32,0.0,100,,0,0.0,42,0.0,100,0.9736111111111118,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",8,observed,none,100,1.0,4,0.005178571428571399,100,0.0,100,0.04,100,3.25,4,0.005178571428571399,100,0.04,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log,high,"{""latency_log"": 0.5}",1,observed,none,100,,0,0.0,90,0.0,100,0.0,100,,0,0.0,90,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log,high,"{""latency_log"": 0.5}",2,observed,none,100,1.0,10,0.05,100,0.0,100,0.1,100,1.0,10,0.05,100,0.1,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log,high,"{""latency_log"": 0.5}",4,observed,none,100,1.0,35,0.1041666666666666,100,0.0,100,0.35,100,1.5714285714285714,35,0.1041666666666666,100,0.35,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log,high,"{""latency_log"": 0.5}",8,observed,none,100,1.0,67,0.08946428571428572,100,0.0,100,0.67,100,1.4776119402985075,67,0.08946428571428572,100,0.67,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log,low,"{""latency_log"": 0.1}",1,observed,none,100,,0,0.0,87,0.0,100,0.0,100,,0,0.0,87,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log,low,"{""latency_log"": 0.1}",2,observed,none,100,1.0,14,0.07,100,0.0,100,0.14,100,1.0,14,0.07,100,0.14,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log,low,"{""latency_log"": 0.1}",4,observed,none,100,1.0,33,0.0975,100,0.0,100,0.33,100,1.5454545454545454,33,0.0975,100,0.33,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log,low,"{""latency_log"": 0.1}",8,observed,none,100,1.0,72,0.0966071428571429,100,0.0,100,0.72,100,1.5138888888888888,72,0.0966071428571429,100,0.72,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log,medium,"{""latency_log"": 0.25}",1,low_volume,none,100,,0,0.0,91,0.0,100,0.0,100,,0,0.0,91,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log,medium,"{""latency_log"": 0.25}",1,observed,controlled,100,,0,,0,0.0,80,0.0,100,,0,,0,0.0,100,0.9005555555555556,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log,medium,"{""latency_log"": 0.25}",1,observed,none,100,,0,0.0,90,0.0,100,0.0,100,,0,0.0,90,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log,medium,"{""latency_log"": 0.25}",2,low_volume,none,100,1.0,17,0.09,100,0.0,100,0.17,100,1.0,17,0.09,100,0.17,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log,medium,"{""latency_log"": 0.25}",2,observed,controlled,100,,0,0.0,40,0.0,79,0.0,100,,0,0.0,40,0.0,100,0.889166666666667,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log,medium,"{""latency_log"": 0.25}",2,observed,none,100,1.0,16,0.08,100,0.0,100,0.16,100,1.0,16,0.08,100,0.16,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log,medium,"{""latency_log"": 0.25}",4,low_volume,none,100,1.0,34,0.11416666666666658,100,0.0,100,0.34,100,1.5294117647058822,34,0.11416666666666658,100,0.4,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log,medium,"{""latency_log"": 0.25}",4,observed,controlled,100,1.0,6,0.0435897435897435,65,0.0,75,0.06,100,1.3333333333333333,6,0.0435897435897435,65,0.06,100,0.9036111111111108,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log,medium,"{""latency_log"": 0.25}",4,observed,none,100,1.0,27,0.075,100,0.0,100,0.27,100,1.3333333333333333,27,0.075,100,0.27,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log,medium,"{""latency_log"": 0.25}",8,low_volume,none,100,1.0,76,0.1317857142857142,100,0.0,100,0.76,100,1.8157894736842106,76,0.1317857142857142,100,0.99,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log,medium,"{""latency_log"": 0.25}",8,observed,controlled,100,1.0,23,0.1039351851851851,72,0.0,38,0.23,100,1.5217391304347827,23,0.1039351851851851,72,0.23,100,0.9388888888888893,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log,medium,"{""latency_log"": 0.25}",8,observed,none,100,1.0,71,0.0946428571428571,100,0.0,100,0.71,100,1.4647887323943662,71,0.0946428571428571,100,0.71,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5}",1,observed,none,100,,0,0.0,92,0.0,100,0.0,100,,0,0.0,92,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5}",2,observed,none,100,1.0,63,0.35,100,0.0,100,0.63,100,1.0,63,0.35,100,0.63,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5}",4,observed,none,100,1.0,90,0.4991666666666666,100,0.0,100,0.9,100,1.2444444444444445,90,0.4991666666666666,100,1.9,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5}",8,observed,none,100,1.0,99,0.4017857142857142,100,0.0,100,0.99,100,1.2222222222222223,99,0.4017857142857142,100,3.05,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1}",1,observed,none,100,,0,0.0,90,0.0,100,0.0,100,,0,0.0,90,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1}",2,observed,none,100,1.0,16,0.08,100,0.0,100,0.16,100,1.0,16,0.08,100,0.16,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1}",4,observed,none,100,1.0,31,0.0883333333333333,100,0.0,100,0.31,100,1.4193548387096775,31,0.0883333333333333,100,0.31,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1}",8,observed,none,100,1.0,60,0.0801785714285714,100,0.0,100,0.6,100,1.4833333333333334,60,0.0801785714285714,100,0.6,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",1,low_volume,none,100,,0,0.0,89,0.0,100,0.0,100,,0,0.0,89,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",1,observed,controlled,100,,0,,0,0.0,81,0.0,100,,0,,0,0.0,100,0.8902777777777777,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",1,observed,none,100,,0,0.0,89,0.0,100,0.0,100,,0,0.0,89,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",2,low_volume,none,100,1.0,26,0.145,100,0.0,100,0.26,100,1.0,26,0.145,100,0.26,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",2,observed,controlled,100,,0,0.0,48,0.0,75,0.0,100,,0,0.0,48,0.0,100,0.9063888888888889,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",2,observed,none,100,1.0,18,0.095,100,0.0,100,0.18,100,1.0,18,0.095,100,0.18,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",4,low_volume,none,100,1.0,50,0.1908333333333333,100,0.0,100,0.5,100,1.6,50,0.1908333333333333,100,0.69,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",4,observed,controlled,100,1.0,4,0.0345911949685534,53,0.0,74,0.04,100,1.0,4,0.0345911949685534,53,0.05,100,0.924444444444445,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",4,observed,none,100,1.0,19,0.0716666666666666,100,0.0,100,0.19,100,1.6842105263157894,19,0.0716666666666666,100,0.26,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",8,low_volume,none,100,1.0,80,0.2110714285714285,100,0.0,100,0.8,100,1.8125,80,0.2110714285714285,100,1.6,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",8,observed,controlled,100,1.0,12,0.1428571428571428,42,0.0,40,0.12,100,1.25,12,0.1428571428571428,42,0.12,100,0.9700000000000008,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",8,observed,none,100,1.0,81,0.12625,100,0.0,100,0.81,100,1.469135802469136,81,0.12625,100,0.97,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",1,observed,none,100,,0,0.0,89,0.0,100,0.0,100,,0,0.0,89,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,100,1.0,100,0.555,100,0.0,100,1.0,100,1.0,100,0.555,100,1.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,100,1.0,100,0.7875,100,0.0,100,1.0,100,1.0,100,0.7875,100,2.99,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",8,observed,none,100,1.0,100,0.91125,100,0.0,100,1.0,100,1.0,100,0.91125,100,6.96,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate+rerun_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1, ""rerun_rate"": 0.05}",1,observed,none,100,,0,0.0,88,0.0,100,0.0,100,,0,0.0,88,0.0,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate+rerun_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1, ""rerun_rate"": 0.05}",2,observed,none,100,1.0,12,0.07,100,0.0,100,0.12,100,1.0,12,0.07,100,0.12,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate+rerun_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1, ""rerun_rate"": 0.05}",4,observed,none,100,1.0,33,0.1208333333333333,100,0.0,100,0.33,100,1.4848484848484849,33,0.1208333333333333,100,0.39,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate+rerun_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1, ""rerun_rate"": 0.05}",8,observed,none,100,1.0,60,0.0867857142857143,100,0.0,100,0.6,100,1.35,60,0.0867857142857143,100,0.65,100,0.75,100
docker/cli,two_of_three,composite,26.0,sensitivity,3.0,primary,2.0,primary,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",1,low_volume,none,100,,0,0.0,90,0.0,100,0.0,100,,0,0.0,90,0.0,100,0.75,100
