repo_full,week,attempts_total,outcome_n,failure_count,failure_rate,latency_n,feedback_latency_median_min,feedback_latency_p90_min,queue_latency_median_min,execution_span_median_min,logical_run_n,rerun_count,rerun_rate,additional_attempt_count,failed_then_passed_count,failed_then_passed_rate_among_reruns,merged_pr_count,pr_cycle_hours_median,qualified_review_latency_hours_median,reviewed_pr_n,churn_median,changed_files_median,commits_median,created_pr_count,workflow_count,workflow_concentration_hhi,release_count,split,external_calibration,external_evaluation_eligible,workflow_adjusted_latency_log,latency_log_raw,latency_log,low_outcome_support,low_latency_support,missing_core_metric_count
docker/cli,2025-09-01,487,484,87,0.1797520661157025,484,1.6583333333333332,4.278333333333333,0.0333333333333333,1.6333333333333333,469,18,0.0383795309168443,18,18,1.0,34,2.1930555555555555,1.9958333333333336,34,20.5,3.0,1.0,27,6.0,0.2226724403273615,,train,False,False,-0.0053870830247639,0.9776993600027986,-0.0053870830247639,False,False,0
docker/cli,2025-09-08,288,285,45,0.1578947368421052,285,1.7333333333333334,4.376666666666667,0.05,1.7,276,11,0.0398550724637681,12,9,0.8181818181818182,13,4.406944444444444,3.020277777777778,13,73.0,6.0,2.0,16,6.0,0.2007378472222222,,train,False,False,0.0010399288009101,1.0055218656020977,0.0010399288009101,False,False,0
docker/cli,2025-09-15,33,33,10,0.303030303030303,33,1.7,4.26,0.05,1.65,32,1,0.03125,1,1,1.0,2,95.86083333333332,12.605833333333331,2,47.5,8.0,1.5,2,6.0,0.2139577594123048,,train,False,False,-0.0072084671195133,0.9932517730102832,-0.0072084671195133,False,False,0
docker/cli,2025-09-22,879,855,138,0.1614035087719298,855,1.6666666666666667,4.233333333333333,0.05,1.6333333333333333,821,53,0.0645554202192448,58,32,0.6037735849056604,50,2.459027777777778,2.047083333333333,50,19.0,2.0,1.0,53,6.0,0.2454814072771183,,train,False,False,-0.0064293195944591,0.9808292530117262,-0.0064293195944591,False,False,0
docker/cli,2025-09-29,313,307,61,0.1986970684039088,307,1.65,4.3,0.0333333333333333,1.6166666666666667,284,18,0.0633802816901408,29,18,1.0,21,17.554166666666667,17.5525,21,14.0,3.0,1.0,19,6.0,0.2395553695556757,,train,False,False,-0.0057357781725993,0.9745596399981308,-0.0057357781725993,False,False,0
docker/cli,2025-10-06,578,535,136,0.2542056074766355,535,1.7666666666666666,4.3,0.05,1.7333333333333334,563,14,0.0248667850799289,15,13,0.9285714285714286,13,5.319722222222223,4.62,13,31.0,4.0,1.0,20,6.0,0.1897307264041379,,train,False,False,0.0253566285682905,1.0176432261344426,0.0253566285682905,False,False,0
docker/cli,2025-10-13,241,234,41,0.1752136752136752,234,1.6666666666666667,4.25,0.05,1.65,232,9,0.0387931034482758,9,7,0.7777777777777778,12,2.4169444444444443,2.115277777777778,12,14.5,2.0,1.0,12,6.0,0.2250477781029941,,train,False,False,0.0274725211324259,0.9808292530117262,0.0274725211324259,False,False,0
docker/cli,2025-10-20,222,203,53,0.2610837438423645,203,1.9333333333333331,4.376666666666667,0.1333333333333333,1.8333333333333333,215,7,0.0325581395348837,7,5,0.7142857142857143,3,46.33472222222223,43.63444444444445,3,1260.0,97.0,2.0,7,6.0,0.1709682655628601,,train,False,False,0.0431421210938954,1.0761394328160512,0.0431421210938954,False,False,0
docker/cli,2025-10-27,502,483,86,0.1780538302277432,483,1.8666666666666667,4.383333333333334,0.05,1.8333333333333333,483,19,0.0393374741200828,19,18,0.9473684210526316,22,5.588611111111112,1.5697222222222222,22,56.5,2.5,1.0,25,6.0,0.1745210393485817,,train,False,False,0.0423959119437533,1.0531499145913523,0.0423959119437533,False,False,0
docker/cli,2025-11-03,738,718,107,0.149025069637883,718,1.7333333333333334,4.166666666666667,0.05,1.7166666666666666,694,43,0.0619596541786743,44,32,0.7441860465116279,34,4.102777777777778,3.5979166666666664,34,33.5,3.5,1.0,32,6.0,0.1907521243234112,,train,False,False,0.0320815737687275,1.0055218656020977,0.0320815737687275,False,False,0
docker/cli,2025-11-10,188,171,15,0.087719298245614,171,1.6833333333333331,4.133333333333334,0.05,1.65,180,7,0.0388888888888888,8,7,1.0,11,1.0880555555555556,0.5911111111111111,11,49.0,4.0,1.0,11,6.0,0.1956201901312811,,train,False,False,0.0375772115262558,0.9870598027623624,0.0375772115262558,False,False,0
docker/cli,2025-11-17,71,71,8,0.1126760563380281,71,1.6833333333333331,4.15,0.05,1.6666666666666667,66,5,0.0757575757575757,5,5,1.0,3,0.3222222222222222,0.3094444444444444,3,8.0,2.0,1.0,5,6.0,0.2564967268399127,,train,False,False,0.0302340620666325,0.9870598027623624,0.0302340620666325,False,False,0
docker/cli,2025-11-24,115,111,9,0.081081081081081,111,1.7,4.116666666666666,0.05,1.6833333333333331,111,4,0.036036036036036,4,4,1.0,7,6.287222222222222,5.905833333333334,7,73.0,2.0,1.0,6,6.0,0.1933459357277883,,train,False,False,0.0237775244776141,0.9932517730102832,0.0237775244776141,False,False,0
docker/cli,2025-12-01,69,69,13,0.1884057971014492,69,1.65,4.203333333333334,0.05,1.6166666666666667,66,3,0.0454545454545454,3,3,1.0,5,1.9125,1.0911111111111111,5,20.0,1.0,1.0,5,6.0,0.22117202268431,,train,False,False,0.039257937738943,0.9745596399981308,0.039257937738943,False,False,0
docker/cli,2025-12-08,135,131,15,0.1145038167938931,131,1.8,4.116666666666666,0.05,1.7666666666666666,128,6,0.046875,7,4,0.6666666666666666,6,1.2838888888888889,0.9241666666666668,6,167.0,7.0,1.0,8,6.0,0.1839780521262002,,train,False,False,0.0315607281136208,1.029619417181158,0.0315607281136208,False,False,0
docker/cli,2025-12-15,110,110,16,0.1454545454545454,110,1.625,4.130000000000001,0.0333333333333333,1.6166666666666667,103,7,0.0679611650485436,7,7,1.0,11,1.505,0.6786111111111112,11,4.0,1.0,1.0,11,6.0,0.2277685950413223,,train,False,False,0.0144596896927288,0.965080896043587,0.0144596896927288,False,False,0
docker/cli,2025-12-22,77,77,9,0.1168831168831168,77,1.75,4.083333333333333,0.05,1.7333333333333334,74,3,0.0405405405405405,3,3,1.0,2,1.6154166666666667,1.2336111111111112,2,55.0,4.0,4.0,7,6.0,0.1931185697419463,,train,False,False,-0.0020843829677301,1.01160091167848,-0.0020843829677301,False,False,0
docker/cli,2025-12-29,12,6,1,0.1666666666666666,6,1.9583333333333333,3.525,0.0333333333333333,1.9333333333333331,6,6,1.0,6,0,0.0,0,,,0,,,,1,6.0,0.1666666666666666,,train,False,False,0.0601867524451083,1.0846260466933697,0.0601867524451083,False,False,0
docker/cli,2026-01-05,31,24,1,0.0416666666666666,24,1.7833333333333332,4.111666666666666,0.05,1.775,23,8,0.3478260869565217,8,1,0.125,4,350.5780555555556,349.89986111111114,4,55.0,3.5,1.0,3,6.0,0.1966701352757544,,train,False,False,0.035498209228497,1.0236492501946544,0.035498209228497,False,False,0
docker/cli,2026-01-12,221,209,35,0.1674641148325359,209,1.6833333333333331,4.033333333333333,0.0333333333333333,1.65,200,20,0.1,21,13,0.65,14,14.363055555555556,1.4305555555555556,14,15.0,1.5,1.0,11,6.0,0.2006715669212342,,train,False,False,-0.0072929896355989,0.9870598027623624,-0.0072929896355989,False,False,0
docker/cli,2026-01-19,47,41,4,0.0975609756097561,41,1.7166666666666666,4.033333333333333,0.05,1.7,40,7,0.175,7,1,0.1428571428571428,1,258.4169444444444,258.3625,1,227.0,19.0,1.0,5,6.0,0.1724762335898596,,train,False,False,-0.0087752459618191,0.9994056385846616,-0.0087752459618191,False,False,0
docker/cli,2026-01-26,115,114,12,0.1052631578947368,114,1.6583333333333332,4.045,0.0333333333333333,1.625,109,6,0.055045871559633,6,6,1.0,9,2.362222222222222,0.1275,9,52.0,2.0,1.0,8,6.0,0.1880529300567107,,train,False,False,-0.0118390006396431,0.9776993600027986,-0.0118390006396431,False,False,0
docker/cli,2026-02-02,164,143,11,0.0769230769230769,143,1.6833333333333331,4.05,0.05,1.65,144,19,0.1319444444444444,20,6,0.3157894736842105,9,1.3463888888888889,0.5152777777777777,9,9.0,1.0,1.0,12,6.0,0.221743010113028,,train,False,False,0.007076518245622,0.9870598027623624,0.007076518245622,False,False,0
docker/cli,2026-02-09,414,354,50,0.1412429378531073,354,1.7333333333333334,4.1,0.05,1.6833333333333331,377,34,0.0901856763925729,37,12,0.3529411764705882,10,19.79083333333333,18.74486111111111,10,38.0,2.0,1.5,16,6.0,0.182244626479031,,train,False,False,0.0182392880236518,1.0055218656020977,0.0182392880236518,False,False,0
docker/cli,2026-02-16,55,55,7,0.1272727272727272,55,1.6333333333333333,4.03,0.05,1.6166666666666667,50,4,0.08,5,3,0.75,3,54.26361111111111,23.855,3,35.0,2.0,2.0,6,6.0,0.217190082644628,,train,False,False,-0.0057144161701298,0.968250470804866,-0.0057144161701298,False,False,0
docker/cli,2026-02-23,136,126,13,0.1031746031746031,126,1.7166666666666666,4.041666666666666,0.0333333333333333,1.675,119,17,0.1428571428571428,17,7,0.4117647058823529,9,1.1966666666666668,0.6158333333333333,9,34.0,7.0,1.0,14,6.0,0.2131271626297577,,train,False,False,0.0056143725610976,0.9994056385846616,0.0056143725610976,False,False,0
docker/cli,2026-03-02,189,154,19,0.1233766233766233,154,1.6833333333333331,4.05,0.05,1.65,149,40,0.2684563758389262,40,5,0.125,11,6.787222222222222,3.216666666666667,11,21.0,2.0,1.0,14,6.0,0.2398309117885837,,purge,False,False,-0.0012645464552119,0.9870598027623624,-0.0012645464552119,False,False,0
docker/cli,2026-03-09,114,75,11,0.1466666666666666,75,1.6833333333333331,4.126666666666667,0.0333333333333333,1.65,73,39,0.5342465753424658,41,4,0.1025641025641025,6,109.04222222222222,60.41319444444444,6,12.5,1.5,1.0,3,6.0,0.2079101261926746,,purge,False,False,-0.0051052937946782,0.9870598027623624,-0.0051052937946782,False,False,0
docker/cli,2026-03-16,303,281,43,0.1530249110320284,281,1.7666666666666666,4.15,0.05,1.7166666666666666,280,22,0.0785714285714285,23,6,0.2727272727272727,7,45.60888888888889,1.7791666666666666,7,50.0,2.0,1.0,16,6.0,0.194153078674204,,purge,False,False,0.0175818261076046,1.0176432261344426,0.0175818261076046,False,False,0
docker/cli,2026-03-23,149,131,19,0.1450381679389313,131,1.6333333333333333,4.133333333333334,0.05,1.6166666666666667,133,14,0.1052631578947368,16,7,0.5,6,0.5495833333333333,0.1426388888888888,6,13.0,4.5,1.0,8,6.0,0.2182334129093284,,purge,False,False,0.0390847223339058,0.968250470804866,0.0390847223339058,False,False,0
docker/cli,2026-03-30,368,347,35,0.100864553314121,347,1.7,4.133333333333334,0.05,1.6666666666666667,341,27,0.0791788856304985,27,9,0.3333333333333333,28,34.11888888888889,34.115,28,54.5,3.5,1.0,22,6.0,0.2007029773156899,,holdout,False,False,0.0455404381589935,0.9932517730102832,0.0455404381589935,False,False,0
docker/cli,2026-04-06,84,71,2,0.028169014084507,71,1.6833333333333331,4.116666666666666,0.05,1.6833333333333331,70,14,0.2,14,1,0.0714285714285714,2,25.17652777777778,25.16958333333333,2,11.0,4.5,1.0,10,6.0,0.2001133786848072,,holdout,False,False,0.0431401862523743,0.9870598027623624,0.0431401862523743,False,False,0
docker/cli,2026-04-13,142,106,7,0.0660377358490566,106,1.7416666666666667,4.2,0.0333333333333333,1.7083333333333333,106,36,0.3396226415094339,36,2,0.0555555555555555,6,8.157222222222222,8.08875,6,17.5,1.5,1.0,12,6.0,0.1938107518349534,,holdout,False,False,0.0483309522620932,1.008566007983326,0.0483309522620932,False,False,0
docker/cli,2026-04-20,350,304,47,0.1546052631578947,304,1.7166666666666666,4.195,0.05,1.6833333333333331,304,46,0.1513157894736842,46,8,0.1739130434782608,14,1.8219444444444444,0.97625,14,33.5,3.5,1.0,17,7.0,0.1618938775510204,,holdout,False,False,0.0668462370668329,0.9994056385846616,0.0668462370668329,False,False,0
docker/cli,2026-04-27,34,34,25,0.7352941176470589,34,0.1416666666666666,3.871666666666666,0.05,0.0833333333333333,34,0,0.0,0,0,,0,,,0,,,,3,7.0,0.4065743944636678,,holdout,False,False,0.1536950114106444,0.1324891830460789,0.1536950114106444,False,False,0
docker/cli,2026-05-04,269,230,55,0.2391304347826087,229,1.6833333333333331,4.32,0.05,1.6333333333333333,225,44,0.1955555555555555,44,6,0.1363636363636363,12,212.60958333333332,212.6052777777778,12,22.0,1.5,1.0,8,7.0,0.1737538176642113,,holdout,False,False,0.121937939685472,0.9870598027623624,0.121937939685472,False,False,0
docker/cli,2026-05-11,603,439,58,0.1321184510250569,439,1.7333333333333334,4.303333333333333,0.05,1.7,448,151,0.3370535714285714,155,7,0.0463576158940397,16,1.336666666666667,1.3340277777777776,16,12.0,1.0,1.0,18,7.0,0.1647236454543204,,holdout,False,False,0.1114598239596552,1.0055218656020977,0.1114598239596552,False,False,0
docker/cli,2026-05-18,139,129,25,0.1937984496124031,129,0.1666666666666666,3.9100000000000006,0.05,0.1,133,6,0.0451127819548872,6,0,0.0,8,1.8319444444444444,1.2530555555555556,8,8.0,1.0,1.0,10,7.0,0.2045960354018943,,holdout,False,False,0.0503766417480529,0.1541506798272582,0.0503766417480529,False,False,0
docker/cli,2026-05-25,200,147,32,0.2176870748299319,147,1.7333333333333334,4.19,0.05,1.8166666666666669,138,61,0.4420289855072464,62,9,0.1475409836065573,5,3.905555555555555,3.9027777777777777,5,6.0,1.0,1.0,14,8.0,0.15165,,holdout,False,False,0.0652239816278372,1.0055218656020977,0.0652239816278372,False,False,0
docker/cli,2026-06-01,334,260,50,0.1923076923076923,259,0.4333333333333333,4.15,0.05,0.3666666666666666,263,71,0.2699619771863117,71,6,0.0845070422535211,11,21.95055555555556,1.242222222222222,11,18.0,2.0,1.0,12,9.0,0.1519954103768511,,holdout,False,False,0.0878031436023761,0.360002734031407,0.0878031436023761,False,False,0
docker/cli,2026-06-08,504,428,69,0.161214953271028,427,0.4166666666666667,4.266666666666667,0.05,0.3666666666666666,436,66,0.1513761467889908,68,14,0.2121212121212121,20,5.474444444444444,0.0840277777777777,20,30.0,4.0,1.0,19,9.0,0.1265510833963214,,holdout,False,False,0.0985243442107199,0.3483066942682157,0.0985243442107199,False,False,0
docker/cli,2026-06-15,83,66,15,0.2272727272727272,66,0.3249999999999999,4.075,0.05,0.2916666666666666,60,19,0.3166666666666666,23,2,0.1052631578947368,1,0.1858333333333333,0.055,1,16.0,3.0,2.0,12,9.0,0.1270140804180577,,holdout,False,False,0.0567715381235082,0.2814124594381855,0.0567715381235082,False,False,0
docker/cli,2026-06-22,164,149,21,0.1409395973154362,149,0.45,4.1,0.05,0.3666666666666666,142,19,0.1338028169014084,22,5,0.2631578947368421,7,0.7725,0.0955555555555555,7,2.0,1.0,1.0,8,9.0,0.125,,holdout,False,False,0.0756638475099027,0.371563556432483,0.0756638475099027,False,False,0
docker/cli,2026-06-29,122,119,21,0.1764705882352941,118,0.4,4.1883333333333335,0.05,0.3333333333333333,120,2,0.0166666666666666,2,0,0.0,3,9.928055555555556,0.0383333333333333,3,6.0,1.0,1.0,3,9.0,0.1460628863208814,,holdout,False,False,0.0787508775360808,0.3364722366212129,0.0787508775360808,False,False,0
docker/cli,2026-07-06,435,372,31,0.0833333333333333,371,1.8333333333333333,4.3,0.05,1.1833333333333331,400,34,0.085,35,11,0.3235294117647059,15,12.262777777777778,0.0766666666666666,15,7.0,1.0,1.0,24,9.0,0.1178121284185493,,holdout,False,False,0.0818434682374748,1.041453874828161,0.0818434682374748,False,False,0
docker/cli,2026-07-13,137,102,6,0.0588235294117647,102,1.6833333333333331,4.233333333333333,0.05,1.6333333333333333,126,11,0.0873015873015873,11,0,0.0,4,10.274027777777778,7.664583333333334,4,6.5,1.0,1.0,7,9.0,0.1173743939474665,,holdout,False,False,0.0888878025182721,0.9870598027623624,0.0888878025182721,False,False,0
docker/cli,2026-07-20,301,201,31,0.154228855721393,200,0.3166666666666666,4.171666666666667,0.05,0.2833333333333333,242,59,0.2438016528925619,59,3,0.0508474576271186,8,81.39541666666668,52.19513888888889,8,9.0,2.5,1.0,11,9.0,0.1490380900873059,,holdout,False,False,0.0635152745349007,0.2751032902449208,0.0635152745349007,False,False,0
docker/cli,2026-07-27,408,314,60,0.1910828025477707,313,0.3333333333333333,4.366666666666666,0.05,0.2666666666666666,375,32,0.0853333333333333,33,3,0.09375,19,32.096944444444446,0.0630555555555555,19,79.0,4.0,1.0,19,10.0,0.1315359477124182,,holdout,False,False,0.1386441793919567,0.2876820724517809,0.1386441793919567,False,False,0
docker/cli,2026-08-03,279,134,28,0.208955223880597,134,0.55,9.448333333333338,0.05,0.375,248,31,0.125,31,1,0.032258064516129,6,13.399583333333332,13.301666666666668,6,11.0,1.5,1.0,16,9.0,0.1271437931167379,,holdout,False,False,0.27013840519323,0.4382549309311553,0.27013840519323,False,False,0
prometheus/prometheus,2025-06-23,383,264,61,0.231060606060606,264,6.275,17.186666666666667,0.0333333333333333,1.0833333333333333,380,3,0.0078947368421052,3,2,0.6666666666666666,12,92.18569444444444,13.379305555555554,12,75.5,2.0,2.0,27,3.0,0.3336923695709971,,train,False,False,0.0835041740963767,1.9844438130575563,0.0835041740963767,False,False,0
prometheus/prometheus,2025-06-30,365,256,44,0.171875,256,5.716666666666667,16.983333333333334,0.0333333333333333,0.9666666666666668,363,2,0.0055096418732782,2,2,1.0,17,52.49944444444444,22.2075,17,72.0,3.0,3.0,32,3.0,0.3333533495965472,,train,False,False,0.1036089676493416,1.9045919997245824,0.1036089676493416,False,False,0
prometheus/prometheus,2025-07-07,374,256,55,0.21484375,256,6.074999999999999,19.65,0.0333333333333333,1.1166666666666667,369,5,0.013550135501355,5,4,0.8,40,226.25944444444443,207.26444444444445,40,13.5,2.0,1.0,25,3.0,0.3334524864880322,,train,False,False,0.094554794451003,1.9565674435293008,0.094554794451003,False,False,0
prometheus/prometheus,2025-07-14,172,114,29,0.2543859649122807,114,4.266666666666667,19.81000000000001,0.0333333333333333,1.1666666666666667,171,1,0.0058479532163742,1,0,0.0,9,81.50416666666666,79.52888888888889,9,43.0,2.0,2.0,17,3.0,0.3333558680367766,,train,False,False,0.0922148222059787,1.6613976513648114,0.0922148222059787,False,False,0
prometheus/prometheus,2025-07-21,342,233,59,0.2532188841201717,232,1.0166666666666666,18.68,0.0333333333333333,0.95,338,3,0.0088757396449704,4,3,1.0,10,134.66055555555556,51.31277777777778,10,71.5,2.5,1.0,19,4.0,0.3133613761499265,,train,False,False,0.1308114471174556,0.7014459833746404,0.1308114471174556,False,False,0
prometheus/prometheus,2025-07-28,401,289,67,0.231833910034602,289,14.316666666666666,31.679999999999986,0.0333333333333333,0.95,401,0,0.0,0,0,,11,96.74027777777778,24.96361111111111,11,4.0,1.0,1.0,37,4.0,0.3300414798415432,,train,False,False,0.2639706786146252,2.7289415601335865,0.2639706786146252,False,False,0
prometheus/prometheus,2025-08-04,387,260,68,0.2615384615384615,260,1.9666666666666663,19.441666666666663,0.0333333333333333,1.3083333333333331,387,0,0.0,0,0,,17,41.57138888888889,16.45722222222222,17,35.0,2.0,1.0,30,3.0,0.3333333333333333,,train,False,False,0.101992753082326,1.0874389880699844,0.101992753082326,False,False,0
prometheus/prometheus,2025-08-11,395,295,122,0.4135593220338983,294,0.95,17.766666666666666,0.0333333333333333,0.8833333333333333,386,9,0.0233160621761658,9,3,0.3333333333333333,17,138.50805555555556,38.40027777777778,17,67.0,2.0,1.0,17,6.0,0.2365454254125941,,train,False,False,0.0745815807330013,0.6678293725756554,0.0745815807330013,False,False,0
prometheus/prometheus,2025-08-18,435,346,122,0.3526011560693641,346,0.85,15.091666666666669,0.0333333333333333,0.8,424,8,0.0188679245283018,11,5,0.625,12,326.2468055555555,186.7826388888889,12,128.5,4.0,3.5,15,4.0,0.2644735103712511,,train,False,False,0.0121400746114913,0.6151856390902334,0.0121400746114913,False,False,0
prometheus/prometheus,2025-08-25,393,303,93,0.3069306930693069,302,0.8666666666666667,17.483333333333334,0.0333333333333333,0.8166666666666667,376,15,0.0398936170212766,17,10,0.6666666666666666,9,167.2888888888889,26.979444444444443,9,70.0,2.0,2.0,20,4.0,0.2538248871795868,,train,False,False,0.0605595500867761,0.6241543090729939,0.0605595500867761,False,False,0
prometheus/prometheus,2025-09-01,613,507,154,0.3037475345167653,507,0.8166666666666667,17.6,0.0333333333333333,0.7333333333333333,609,4,0.0065681444991789,4,3,0.75,16,164.58819444444447,45.97444444444445,16,101.5,3.0,2.0,39,6.0,0.2628769270482664,,train,False,False,0.0345205509079967,0.597003320007043,0.0345205509079967,False,False,0
prometheus/prometheus,2025-09-08,331,266,79,0.2969924812030075,266,0.9,15.3,0.0333333333333333,0.7833333333333333,328,2,0.0060975609756097,3,1,0.5,9,141.27527777777777,10.177222222222222,9,96.0,7.0,6.0,18,5.0,0.2630406805341316,,train,False,False,0.0405545173854311,0.6418538861723948,0.0405545173854311,False,False,0
prometheus/prometheus,2025-09-15,363,283,60,0.2120141342756183,283,0.8833333333333333,17.193333333333335,0.0333333333333333,0.8166666666666667,359,3,0.0083565459610027,4,2,0.6666666666666666,8,329.3120833333333,8.403472222222222,8,29.0,2.5,1.0,18,4.0,0.2565322647967276,,train,False,False,0.0290642618775811,0.6330432564902398,0.0290642618775811,False,False,0
prometheus/prometheus,2025-09-22,240,191,59,0.3089005235602094,191,0.9,15.35,0.0333333333333333,0.8166666666666667,235,5,0.0212765957446808,5,4,0.8,10,143.5809722222222,4.9063888888888885,10,196.5,6.0,2.5,10,4.0,0.2594444444444445,,train,False,False,0.0322594982269794,0.6418538861723948,0.0322594982269794,False,False,0
prometheus/prometheus,2025-09-29,490,379,119,0.3139841688654353,379,0.7333333333333333,16.186666666666667,0.0333333333333333,0.6,485,4,0.0082474226804123,5,3,0.75,17,22.976944444444445,24.24597222222222,16,31.0,2.0,1.0,39,5.0,0.2533860891295293,,train,False,False,0.021135499214391,0.5500463369192718,0.021135499214391,False,False,0
prometheus/prometheus,2025-10-06,684,519,96,0.1849710982658959,519,0.55,15.683333333333334,0.0333333333333333,0.5,681,3,0.0044052863436123,3,3,1.0,18,9.31486111111111,2.292777777777778,18,24.0,2.0,1.0,38,4.0,0.2520903867856776,,train,False,False,-0.0283759210322549,0.4382549309311553,-0.0283759210322549,False,False,0
prometheus/prometheus,2025-10-13,560,433,81,0.1870669745958429,433,0.5333333333333333,15.61,0.0333333333333333,0.4833333333333333,554,5,0.0090252707581227,6,4,0.8,20,48.51486111111111,2.7731944444444445,20,46.5,3.0,2.0,29,5.0,0.2493494897959183,,train,False,False,-0.0261337299850472,0.4274440148269396,-0.0261337299850472,False,False,0
prometheus/prometheus,2025-10-20,445,319,59,0.1849529780564263,319,0.5833333333333334,15.66,0.1166666666666666,0.45,439,5,0.0113895216400911,6,4,0.8,34,272.85513888888886,81.06083333333333,32,28.0,2.0,1.0,23,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,False,False,0
prometheus/prometheus,2025-10-27,678,520,150,0.2884615384615384,520,0.5333333333333333,26.023333333333333,0.05,0.4166666666666667,665,8,0.0120300751879699,13,4,0.5,23,27.0175,2.9633333333333334,23,57.0,3.0,2.0,55,5.0,0.247539614169734,,train,False,False,0.1020656303727554,0.4274440148269396,0.1020656303727554,False,False,0
prometheus/prometheus,2025-11-03,612,430,120,0.2790697674418604,430,0.5333333333333333,24.413333333333348,0.0333333333333333,0.3916666666666667,603,6,0.0099502487562189,9,4,0.6666666666666666,31,108.6288888888889,107.24555555555555,31,43.0,2.0,1.0,36,5.0,0.2710976547481737,,train,False,False,0.0886026779506865,0.4274440148269396,0.0886026779506865,False,False,0
prometheus/prometheus,2025-11-10,640,503,149,0.2962226640159046,503,0.4666666666666667,16.98,0.0333333333333333,0.4166666666666667,605,16,0.0264462809917355,35,9,0.5625,24,158.18694444444444,22.95319444444445,24,32.0,2.0,2.0,26,5.0,0.254814453125,,train,False,False,-0.038564943668143,0.3829922522561058,-0.038564943668143,False,False,0
prometheus/prometheus,2025-11-17,656,509,117,0.2298624754420432,509,0.4666666666666667,19.116666666666667,0.0333333333333333,0.3833333333333333,649,6,0.0092449922958397,7,5,0.8333333333333334,22,4.526666666666666,2.2461111111111114,22,20.0,1.5,1.0,53,5.0,0.2541595404521118,,train,False,False,0.1042953807181496,0.3829922522561058,0.1042953807181496,False,False,0
prometheus/prometheus,2025-11-24,398,306,57,0.1862745098039215,306,0.45,17.55,0.0333333333333333,0.3833333333333333,396,2,0.005050505050505,2,2,1.0,11,73.56111111111112,9.381388888888887,11,16.0,2.0,1.0,18,4.0,0.2535542031766874,,train,False,False,-0.0443102466138947,0.371563556432483,-0.0443102466138947,False,False,0
prometheus/prometheus,2025-12-01,523,390,108,0.2769230769230769,390,0.4333333333333333,17.868333333333336,0.0333333333333333,0.4,517,5,0.0096711798839458,6,3,0.6,9,41.91444444444444,10.560833333333331,9,138.0,5.0,1.0,22,5.0,0.2658182496188704,,train,False,False,-0.0209757916185716,0.360002734031407,-0.0209757916185716,False,False,0
prometheus/prometheus,2025-12-08,533,405,106,0.2617283950617284,405,0.4666666666666667,20.71,0.0333333333333333,0.4333333333333333,525,7,0.0133333333333333,8,2,0.2857142857142857,11,46.92944444444444,31.819166666666668,11,46.0,2.0,1.0,23,4.0,0.2510375269721812,,train,False,False,0.0368438822673114,0.3829922522561058,0.0368438822673114,False,False,0
prometheus/prometheus,2025-12-15,725,544,172,0.3161764705882353,544,0.4666666666666667,18.595,0.0333333333333333,0.4166666666666667,717,8,0.0111576011157601,8,5,0.625,34,143.86888888888888,7.217083333333333,34,27.5,2.0,1.0,30,5.0,0.2496247324613555,,train,False,False,0.0059479419050315,0.3829922522561058,0.0059479419050315,False,False,0
prometheus/prometheus,2025-12-22,316,250,66,0.264,250,0.3833333333333333,18.81833333333333,0.0333333333333333,0.35,315,1,0.0031746031746031,1,1,1.0,13,32.564166666666665,28.758055555555558,13,31.0,2.0,1.0,18,4.0,0.27950248357635,,train,False,False,-0.0049449109556722,0.3244960455744973,-0.0049449109556722,False,False,0
prometheus/prometheus,2025-12-29,452,342,100,0.2923976608187134,342,0.4666666666666667,21.19833333333333,0.0333333333333333,0.3833333333333333,444,7,0.0157657657657657,8,5,0.7142857142857143,19,58.52777777777778,53.83833333333333,19,7.0,2.0,1.0,30,4.0,0.2639498002975957,,train,False,False,0.0695794451944251,0.3829922522561058,0.0695794451944251,False,False,0
prometheus/prometheus,2026-01-05,646,499,148,0.2965931863727455,499,0.4333333333333333,21.25333333333333,0.0333333333333333,0.3833333333333333,636,10,0.0157232704402515,10,9,0.9,30,30.84972222222222,21.00541666666667,30,33.0,2.0,1.0,35,4.0,0.2551447823711528,,train,False,False,0.0423767631558266,0.360002734031407,0.0423767631558266,False,False,0
prometheus/prometheus,2026-01-12,722,551,135,0.2450090744101633,551,0.45,21.316666666666663,0.0333333333333333,0.4166666666666667,715,7,0.0097902097902097,7,5,0.7142857142857143,18,12.929305555555556,4.300138888888889,18,29.5,2.0,1.5,46,4.0,0.2515979773021999,,train,False,False,0.0402325807525233,0.371563556432483,0.0402325807525233,False,False,0
prometheus/prometheus,2026-01-19,1013,779,187,0.2400513478818998,779,0.4833333333333333,21.75,0.0333333333333333,0.4166666666666667,988,23,0.0232793522267206,25,21,0.9130434782608696,35,48.81666666666667,21.506944444444443,35,41.0,2.0,1.0,39,4.0,0.2517996548326835,,train,False,False,0.0594147895667574,0.3942918075100391,0.0594147895667574,False,False,0
prometheus/prometheus,2026-01-26,935,723,159,0.2199170124481327,723,0.4833333333333333,24.846666666666668,0.0333333333333333,0.4333333333333333,910,23,0.0252747252747252,25,21,0.9130434782608696,28,47.266666666666666,16.851944444444445,28,26.0,2.0,1.0,40,4.0,0.2534256055363322,,train,False,False,0.0648517606204202,0.3942918075100391,0.0648517606204202,False,False,0
