repo_full,workflow_key,week,attempts_total,outcome_n,failure_count,failure_rate,latency_n,feedback_latency_median_min,feedback_latency_p90_min,queue_latency_median_min,execution_span_median_min,logical_run_n,rerun_count,rerun_rate,additional_attempt_count,failed_then_passed_count,failed_then_passed_rate_among_reruns,split,external_calibration,external_evaluation_eligible,latency_log_raw,workflow_training_latency_log_median,workflow_latency_residual
containerd/containerd,1294966,2025-11-10,59,59,0,0.0,59,4.516666666666667,4.816666666666666,0.05,4.466666666666667,59,0,0.0,0,0,,external,False,True,1.7077738131549622,1.66455721165518,0.04321660149978235
containerd/containerd,1294966,2025-11-17,105,104,5,0.04807692307692308,104,4.525,4.711666666666667,0.05,4.466666666666667,105,0,0.0,0,0,,external,False,True,1.7092832474038167,1.66455721165518,0.04472603574863676
containerd/containerd,1294966,2025-11-24,111,111,6,0.05405405405405406,111,4.6,4.85,0.05,4.55,111,0,0.0,0,0,,external,False,True,1.7227665977411035,1.66455721165518,0.05820938608592363
containerd/containerd,1294966,2025-12-01,110,110,9,0.08181818181818182,110,4.55,4.751666666666667,0.05,4.5,109,1,0.009174311926605505,1,0,0.0,external,False,True,1.713797927758343,1.66455721165518,0.04924071610316316
containerd/containerd,1294966,2025-12-08,111,111,2,0.018018018018018018,111,4.566666666666666,4.8,0.05,4.533333333333333,111,0,0.0,0,0,,external,False,True,1.7167964307545998,1.66455721165518,0.052239219099419865
containerd/containerd,1294966,2025-12-15,120,120,0,0.0,120,4.55,4.785,0.03333333333333333,4.5,120,0,0.0,0,0,,external,False,True,1.713797927758343,1.66455721165518,0.04924071610316316
containerd/containerd,1294966,2025-12-22,37,37,0,0.0,37,4.466666666666667,4.623333333333333,0.05,4.433333333333334,37,0,0.0,0,0,,external,False,True,1.698669046162043,1.66455721165518,0.03411183450686317
containerd/containerd,1294966,2025-12-29,53,53,4,0.07547169811320754,53,4.516666666666667,4.71,0.05,4.466666666666667,53,0,0.0,0,0,,external,False,True,1.7077738131549622,1.66455721165518,0.04321660149978235
containerd/containerd,1294966,2026-01-05,155,155,1,0.0064516129032258064,155,4.533333333333333,4.75,0.05,4.483333333333333,155,0,0.0,0,0,,external,False,True,1.7107904066943878,1.66455721165518,0.046233195039207864
containerd/containerd,1294966,2026-01-12,73,73,3,0.0410958904109589,73,4.566666666666666,4.76,0.05,4.5,73,0,0.0,0,0,,external,False,True,1.7167964307545998,1.66455721165518,0.052239219099419865
containerd/containerd,1294966,2026-01-19,67,67,1,0.014925373134328358,67,4.55,4.680000000000001,0.05,4.5,67,0,0.0,0,0,,external,False,True,1.713797927758343,1.66455721165518,0.04924071610316316
containerd/containerd,1294966,2026-01-26,97,96,3,0.03125,96,4.558333333333334,4.791666666666666,0.05,4.5,97,0,0.0,0,0,,external,False,True,1.7152983031335778,1.66455721165518,0.05074109147839789
containerd/containerd,1294966,2026-02-02,112,112,5,0.044642857142857144,112,4.516666666666667,4.816666666666666,0.05,4.45,112,0,0.0,0,0,,external,False,True,1.7077738131549622,1.66455721165518,0.04321660149978235
containerd/containerd,1294966,2026-02-09,85,85,1,0.011764705882352941,85,4.533333333333333,4.76,0.05,4.483333333333333,85,0,0.0,0,0,,external,False,True,1.7107904066943878,1.66455721165518,0.046233195039207864
containerd/containerd,1294966,2026-02-16,113,113,2,0.017699115044247787,113,4.466666666666667,4.696666666666667,0.05,4.416666666666667,113,0,0.0,0,0,,external,False,True,1.698669046162043,1.66455721165518,0.03411183450686317
containerd/containerd,1294966,2026-02-23,80,80,0,0.0,80,4.558333333333334,4.766666666666667,0.05,4.516666666666667,80,0,0.0,0,0,,external,False,True,1.7152983031335778,1.66455721165518,0.05074109147839789
containerd/containerd,1294966,2026-03-02,123,123,0,0.0,123,4.533333333333333,5.076666666666666,0.05,4.45,123,0,0.0,0,0,,external,False,True,1.7107904066943878,1.66455721165518,0.046233195039207864
containerd/containerd,1294966,2026-03-09,97,97,1,0.010309278350515464,97,4.616666666666666,5.016666666666667,0.05,4.55,97,0,0.0,0,0,,external,False,True,1.725738368130261,1.66455721165518,0.061181156475081044
containerd/containerd,1294966,2026-03-16,195,195,3,0.015384615384615385,195,4.6,5.076666666666666,0.05,4.516666666666667,194,1,0.005154639175257732,1,0,0.0,external,False,True,1.7227665977411035,1.66455721165518,0.05820938608592363
containerd/containerd,1294966,2026-03-23,102,102,1,0.00980392156862745,102,4.533333333333333,4.715,0.05,4.483333333333333,102,0,0.0,0,0,,external,False,True,1.7107904066943878,1.66455721165518,0.046233195039207864
containerd/containerd,1294966,2026-03-30,107,107,3,0.028037383177570093,107,4.583333333333333,4.816666666666666,0.05,4.516666666666667,107,0,0.0,0,0,,external,False,True,1.7197859696029656,1.66455721165518,0.0552287579477857
containerd/containerd,1294966,2026-04-06,147,147,5,0.034013605442176874,147,4.466666666666667,4.816666666666666,0.05,4.416666666666667,147,0,0.0,0,0,,external,False,True,1.698669046162043,1.66455721165518,0.03411183450686317
containerd/containerd,1294966,2026-04-13,92,92,3,0.03260869565217391,92,4.525,4.931666666666667,0.05,4.466666666666667,92,0,0.0,0,0,,external,False,True,1.7092832474038167,1.66455721165518,0.04472603574863676
containerd/containerd,1294966,2026-04-20,128,128,2,0.015625,128,4.55,4.931666666666667,0.05,4.483333333333333,128,0,0.0,0,0,,external,False,True,1.713797927758343,1.66455721165518,0.04924071610316316
containerd/containerd,1294966,2026-04-27,202,202,8,0.039603960396039604,202,4.566666666666666,4.866666666666666,0.05,4.491666666666667,202,0,0.0,0,0,,external,False,True,1.7167964307545998,1.66455721165518,0.052239219099419865
containerd/containerd,1294966,2026-05-04,56,56,0,0.0,56,4.65,5.033333333333333,0.13333333333333333,4.516666666666667,56,0,0.0,0,0,,external,False,True,1.7316555451583497,1.66455721165518,0.06709833350316985
containerd/containerd,1294966,2026-05-11,88,86,0,0.0,86,4.558333333333334,4.925000000000001,0.05,4.466666666666667,86,2,0.023255813953488372,2,0,0.0,external,False,True,1.7152983031335778,1.66455721165518,0.05074109147839789
containerd/containerd,1294966,2026-05-18,129,129,3,0.023255813953488372,129,4.6,5.466666666666667,0.05,4.483333333333333,129,0,0.0,0,0,,external,False,True,1.7227665977411035,1.66455721165518,0.05820938608592363
containerd/containerd,1294966,2026-05-25,112,112,3,0.026785714285714284,112,4.483333333333333,4.665,0.03333333333333333,4.45,112,0,0.0,0,0,,external,False,True,1.7017131885432712,1.66455721165518,0.03715597688809136
containerd/containerd,1294966,2026-06-01,96,96,1,0.010416666666666666,96,4.441666666666666,4.683333333333334,0.05,4.3916666666666675,96,0,0.0,0,0,,external,False,True,1.694085386494385,1.66455721165518,0.029528174839205112
containerd/containerd,1294966,2026-06-08,120,120,2,0.016666666666666666,120,4.3916666666666675,4.703333333333334,0.05,4.341666666666667,120,0,0.0,0,0,,external,False,True,1.6848545517188547,1.66455721165518,0.020297340063674785
