repo_full,detector_family,detector_variant,metric,affected_metrics,magnitude_level,magnitude,duration_weeks,volume_condition,missingness_condition,scenario_count,mean_precision,precision_valid_observations,mean_recall,recall_valid_observations,mean_false_alarm_rate,false_alarm_rate_valid_observations,mean_episode_detection_rate,episode_detection_rate_valid_observations,mean_detection_delay_weeks,detection_delay_weeks_valid_observations,mean_boundary_overlap,boundary_overlap_valid_observations,mean_alarm_duration_weeks,alarm_duration_weeks_valid_observations,mean_unevaluable_fraction,unevaluable_fraction_valid_observations
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate,medium,"{""failure_rate"": 0.1}",4,low_volume,none,100,1.0,4,0.01,100,0.0,100,0.04,100,2.0,4,0.01,100,0.04,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate,medium,"{""failure_rate"": 0.1}",4,observed,controlled,100,1.0,1,0.0043290043290043,77,0.0,100,0.01,100,2.0,1,0.0043290043290043,77,0.01,100,0.541388888888889,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate,medium,"{""failure_rate"": 0.1}",4,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate,medium,"{""failure_rate"": 0.1}",8,low_volume,none,100,1.0,4,0.005,100,0.0,100,0.04,100,2.0,4,0.005,100,0.04,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate,medium,"{""failure_rate"": 0.1}",8,observed,controlled,100,1.0,1,0.0058823529411764,85,0.0,100,0.01,100,1.0,1,0.0058823529411764,85,0.01,100,0.5783333333333338,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate,medium,"{""failure_rate"": 0.1}",8,observed,none,100,1.0,2,0.0025,100,0.0,100,0.02,100,2.5,2,0.0025,100,0.02,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""rerun_rate"": 0.2}",1,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""rerun_rate"": 0.2}",2,observed,none,100,1.0,44,0.22,100,0.0,100,0.44,100,1.0,44,0.22,100,0.44,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""rerun_rate"": 0.2}",4,observed,none,100,1.0,55,0.2025,100,0.0,100,0.55,100,1.5272727272727271,55,0.2025,100,0.81,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""rerun_rate"": 0.2}",8,observed,none,100,1.0,43,0.09,100,0.0,100,0.43,100,1.9534883720930232,43,0.09,100,0.72,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate+rerun_rate,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",1,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate+rerun_rate,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",2,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate+rerun_rate,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",4,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate+rerun_rate,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",1,low_volume,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",1,observed,controlled,100,,0,,0,0.0,100,0.0,100,,0,,0,0.0,100,0.5313888888888889,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",1,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",2,low_volume,none,100,1.0,3,0.015,100,0.0,100,0.03,100,1.0,3,0.015,100,0.03,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",2,observed,controlled,100,,0,0.0,52,0.0,100,0.0,100,,0,0.0,52,0.0,100,0.528611111111111,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",2,observed,none,100,1.0,1,0.005,100,0.0,100,0.01,100,1.0,1,0.005,100,0.01,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",4,low_volume,none,100,1.0,9,0.03,100,0.0,100,0.09,100,1.4444444444444444,9,0.03,100,0.12,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",4,observed,controlled,100,,0,0.0,55,0.0,100,0.0,100,,0,0.0,55,0.0,100,0.5630555555555556,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",4,observed,none,100,1.0,1,0.0025,100,0.0,100,0.01,100,1.0,1,0.0025,100,0.01,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",8,low_volume,none,100,1.0,12,0.01875,100,0.0,100,0.12,100,2.0,12,0.01875,100,0.15,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",8,observed,controlled,100,,0,0.0,54,0.0,100,0.0,100,,0,0.0,54,0.0,100,0.6147222222222223,100
docker/cli,causal_rolling_mad,two_of_three,composite,failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",8,observed,none,100,1.0,4,0.005,100,0.0,100,0.04,100,2.75,4,0.005,100,0.04,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log,high,"{""latency_log"": 0.5}",1,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log,high,"{""latency_log"": 0.5}",2,observed,none,100,1.0,35,0.175,100,0.0,100,0.35,100,1.0,35,0.175,100,0.35,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log,high,"{""latency_log"": 0.5}",4,observed,none,100,1.0,58,0.2925,100,0.0,100,0.58,100,1.3448275862068966,58,0.2925,100,1.17,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log,high,"{""latency_log"": 0.5}",8,observed,none,100,1.0,100,0.33375,100,0.0,100,1.0,100,1.32,100,0.33375,100,2.67,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log,low,"{""latency_log"": 0.1}",1,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log,low,"{""latency_log"": 0.1}",2,observed,none,100,1.0,37,0.185,100,0.0,100,0.37,100,1.0,37,0.185,100,0.37,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log,low,"{""latency_log"": 0.1}",4,observed,none,100,1.0,53,0.28,100,0.0,100,0.53,100,1.3396226415094343,53,0.28,100,1.12,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log,low,"{""latency_log"": 0.1}",8,observed,none,100,1.0,100,0.34,100,0.0,100,1.0,100,1.37,100,0.34,100,2.72,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log,medium,"{""latency_log"": 0.25}",1,low_volume,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log,medium,"{""latency_log"": 0.25}",1,observed,controlled,100,,0,,0,0.0,100,0.0,100,,0,,0,0.0,100,0.5425,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log,medium,"{""latency_log"": 0.25}",1,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log,medium,"{""latency_log"": 0.25}",2,low_volume,none,100,1.0,27,0.135,100,0.0,100,0.27,100,1.0,27,0.135,100,0.27,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log,medium,"{""latency_log"": 0.25}",2,observed,controlled,100,,0,0.0,45,0.0,100,0.0,100,,0,0.0,45,0.0,100,0.5294444444444442,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log,medium,"{""latency_log"": 0.25}",2,observed,none,100,1.0,38,0.19,100,0.0,100,0.38,100,1.0,38,0.19,100,0.38,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log,medium,"{""latency_log"": 0.25}",4,low_volume,none,100,1.0,43,0.185,100,0.0,100,0.43,100,1.3255813953488371,43,0.185,100,0.74,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log,medium,"{""latency_log"": 0.25}",4,observed,controlled,100,1.0,18,0.12441314553990608,71,0.0,100,0.18,100,1.1111111111111112,18,0.12441314553990608,71,0.23,100,0.5430555555555557,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log,medium,"{""latency_log"": 0.25}",4,observed,none,100,1.0,54,0.2775,100,0.0,100,0.54,100,1.1666666666666667,54,0.2775,100,1.11,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log,medium,"{""latency_log"": 0.25}",8,low_volume,none,100,1.0,83,0.19375,100,0.0,100,0.83,100,1.5301204819277108,83,0.19375,100,1.55,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log,medium,"{""latency_log"": 0.25}",8,observed,controlled,100,1.0,43,0.2918859649122806,76,0.0,100,0.43,100,1.2790697674418603,43,0.2918859649122806,76,0.84,100,0.5802777777777781,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log,medium,"{""latency_log"": 0.25}",8,observed,none,100,1.0,100,0.33875,100,0.0,100,1.0,100,1.33,100,0.33875,100,2.71,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5}",1,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5}",2,observed,none,100,1.0,67,0.335,100,0.0,100,0.67,100,1.0,67,0.335,100,0.67,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5}",4,observed,none,100,1.0,92,0.4925,100,0.0,100,0.92,100,1.2065217391304348,92,0.4925,100,1.97,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5}",8,observed,none,100,1.0,100,0.395,100,0.0,100,1.0,100,1.21,100,0.395,100,3.16,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1}",1,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1}",2,observed,none,100,1.0,39,0.195,100,0.0,100,0.39,100,1.0,39,0.195,100,0.39,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1}",4,observed,none,100,1.0,60,0.3075,100,0.0,100,0.6,100,1.2166666666666666,60,0.3075,100,1.23,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1}",8,observed,none,100,1.0,100,0.325,100,0.0,100,1.0,100,1.29,100,0.325,100,2.6,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",1,low_volume,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",1,observed,controlled,100,,0,,0,0.0,100,0.0,100,,0,,0,0.0,100,0.5316666666666665,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",1,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",2,low_volume,none,100,1.0,34,0.17,100,0.0,100,0.34,100,1.0,34,0.17,100,0.34,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",2,observed,controlled,100,,0,0.0,50,0.0,100,0.0,100,,0,0.0,50,0.0,100,0.5477777777777778,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",2,observed,none,100,1.0,37,0.185,100,0.0,100,0.37,100,1.0,37,0.185,100,0.37,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",4,low_volume,none,100,1.0,60,0.2575,100,0.0,100,0.6,100,1.3,60,0.2575,100,1.03,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",4,observed,controlled,100,1.0,8,0.0818181818181818,55,0.0,100,0.08,100,1.0,8,0.0818181818181818,55,0.11,100,0.5652777777777783,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",4,observed,none,100,1.0,53,0.2325,100,0.0,100,0.53,100,1.2264150943396226,53,0.2325,100,0.93,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",8,low_volume,none,100,1.0,85,0.225,100,0.0,100,0.85,100,1.4941176470588236,85,0.225,100,1.8,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",8,observed,controlled,100,1.0,19,0.20567375886524816,47,0.0,100,0.19,100,1.1578947368421053,19,0.20567375886524816,47,0.25,100,0.6133333333333334,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",8,observed,none,100,1.0,100,0.34375,100,0.0,100,1.0,100,1.24,100,0.34375,100,2.75,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",1,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,100,1.0,100,0.5,100,0.0,100,1.0,100,1.0,100,0.5,100,1.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,100,1.0,100,0.7125,100,0.0,100,1.0,100,1.0,100,0.7125,100,2.85,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",8,observed,none,100,1.0,100,0.695,100,0.0,100,1.0,100,1.0,100,0.695,100,5.56,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate+rerun_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1, ""rerun_rate"": 0.05}",1,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate+rerun_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1, ""rerun_rate"": 0.05}",2,observed,none,100,1.0,38,0.19,100,0.0,100,0.38,100,1.0,38,0.19,100,0.38,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate+rerun_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1, ""rerun_rate"": 0.05}",4,observed,none,100,1.0,52,0.29,100,0.0,100,0.52,100,1.2692307692307692,52,0.29,100,1.16,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate+rerun_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1, ""rerun_rate"": 0.05}",8,observed,none,100,1.0,100,0.3075,100,0.0,100,1.0,100,1.19,100,0.3075,100,2.46,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",1,low_volume,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",1,observed,controlled,100,,0,,0,0.0,100,0.0,100,,0,,0,0.0,100,0.5388888888888886,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",1,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,100,1.0,57,0.285,100,0.0,100,0.57,100,1.0,57,0.285,100,0.57,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,observed,controlled,100,,0,0.0,19,0.0,100,0.0,100,,0,0.0,19,0.0,100,0.5516666666666669,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,observed,none,100,1.0,59,0.295,100,0.0,100,0.59,100,1.0,59,0.295,100,0.59,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,100,1.0,87,0.455,100,0.0,100,0.87,100,1.3103448275862069,87,0.455,100,1.82,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,observed,controlled,100,1.0,8,0.0952380952380952,42,0.0,100,0.08,100,1.0,8,0.0952380952380952,42,0.08,100,0.5669444444444448,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,observed,none,100,1.0,86,0.4775,100,0.0,100,0.86,100,1.0348837209302326,86,0.4775,100,1.91,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",8,low_volume,none,100,1.0,99,0.4225,100,0.0,100,0.99,100,1.1414141414141414,99,0.4225,100,3.38,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",8,observed,controlled,100,1.0,7,0.0930232558139534,43,0.0,100,0.07,100,1.0,7,0.0930232558139534,43,0.1,100,0.6216666666666667,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",8,observed,none,100,1.0,100,0.44125,100,0.0,100,1.0,100,1.04,100,0.44125,100,3.53,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",1,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,100,1.0,97,0.485,100,0.0,100,0.97,100,1.0,97,0.485,100,0.97,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,100,1.0,100,0.6925,100,0.0,100,1.0,100,1.0,100,0.6925,100,2.77,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",8,observed,none,100,1.0,100,0.69,100,0.0,100,1.0,100,1.0,100,0.69,100,5.52,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+rerun_rate,low,"{""latency_log"": 0.1, ""rerun_rate"": 0.05}",1,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+rerun_rate,low,"{""latency_log"": 0.1, ""rerun_rate"": 0.05}",2,observed,none,100,1.0,39,0.195,100,0.0,100,0.39,100,1.0,39,0.195,100,0.39,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+rerun_rate,low,"{""latency_log"": 0.1, ""rerun_rate"": 0.05}",4,observed,none,100,1.0,53,0.27,100,0.0,100,0.53,100,1.2075471698113207,53,0.27,100,1.08,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+rerun_rate,low,"{""latency_log"": 0.1, ""rerun_rate"": 0.05}",8,observed,none,100,1.0,100,0.33375,100,0.0,100,1.0,100,1.24,100,0.33375,100,2.67,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",1,low_volume,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",1,observed,controlled,100,,0,,0,0.0,100,0.0,100,,0,,0,0.0,100,0.5455555555555555,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",1,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,100,1.0,48,0.24,100,0.0,100,0.48,100,1.0,48,0.24,100,0.48,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,observed,controlled,100,,0,0.0,44,0.0,100,0.0,100,,0,0.0,44,0.0,100,0.5419444444444446,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,observed,none,100,1.0,59,0.295,100,0.0,100,0.59,100,1.0,59,0.295,100,0.59,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,100,1.0,72,0.345,100,0.0,100,0.72,100,1.2777777777777777,72,0.345,100,1.38,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,observed,controlled,100,1.0,14,0.1327683615819209,59,0.0,100,0.14,100,1.0,14,0.1327683615819209,59,0.19,100,0.5650000000000004,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,observed,none,100,1.0,80,0.4475,100,0.0,100,0.8,100,1.025,80,0.4475,100,1.79,100,0.3888888888888885,100
docker/cli,causal_rolling_mad,two_of_three,composite,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",8,low_volume,none,100,1.0,100,0.39375,100,0.0,100,1.0,100,1.33,100,0.39375,100,3.15,100,0.3888888888888885,100
