repo_full,detector_family,detector_variant,scenario_type,affected_metrics,dimensionality,magnitude_level,duration_weeks,volume_condition,missingness_condition,scenario_detector_rows,strict_incremental_episode_detected_n,strict_incremental_episode_detected_proportion,strict_incremental_episode_detected_ci95_low,strict_incremental_episode_detected_ci95_high,total_operational_episode_detected_n,total_operational_episode_detected_proportion,total_operational_episode_detected_ci95_low,total_operational_episode_detected_ci95_high,incremental_detected_within_0w_post_n,incremental_detected_within_0w_post_proportion,incremental_detected_within_0w_post_ci95_low,incremental_detected_within_0w_post_ci95_high,incremental_detected_within_1w_post_n,incremental_detected_within_1w_post_proportion,incremental_detected_within_1w_post_ci95_low,incremental_detected_within_1w_post_ci95_high,incremental_detected_within_2w_post_n,incremental_detected_within_2w_post_proportion,incremental_detected_within_2w_post_ci95_low,incremental_detected_within_2w_post_ci95_high,incremental_detected_within_4w_post_n,incremental_detected_within_4w_post_proportion,incremental_detected_within_4w_post_ci95_low,incremental_detected_within_4w_post_ci95_high,strict_incremental_detection_delay_weeks_n,strict_incremental_detection_delay_weeks_mean,strict_incremental_detection_delay_weeks_sd,strict_incremental_detection_delay_weeks_ci95_low,strict_incremental_detection_delay_weeks_ci95_high,reference_alarm_burden_n,reference_alarm_burden_mean,reference_alarm_burden_sd,reference_alarm_burden_ci95_low,reference_alarm_burden_ci95_high,incremental_alarm_duration_weeks_n,incremental_alarm_duration_weeks_mean,incremental_alarm_duration_weeks_sd,incremental_alarm_duration_weeks_ci95_low,incremental_alarm_duration_weeks_ci95_high,incremental_spillover_weeks_n,incremental_spillover_weeks_mean,incremental_spillover_weeks_sd,incremental_spillover_weeks_ci95_low,incremental_spillover_weeks_ci95_high,reference_alarm_overlap_fraction_n,reference_alarm_overlap_fraction_mean,reference_alarm_overlap_fraction_sd,reference_alarm_overlap_fraction_ci95_low,reference_alarm_overlap_fraction_ci95_high,incremental_boundary_overlap_n,incremental_boundary_overlap_mean,incremental_boundary_overlap_sd,incremental_boundary_overlap_ci95_low,incremental_boundary_overlap_ci95_high,pair_unevaluable_fraction_n,pair_unevaluable_fraction_mean,pair_unevaluable_fraction_sd,pair_unevaluable_fraction_ci95_low,pair_unevaluable_fraction_ci95_high,injection_relative_precision_n,injection_relative_precision_mean,injection_relative_precision_sd,injection_relative_precision_ci95_low,injection_relative_precision_ci95_high,injection_relative_false_alarm_rate_n,injection_relative_false_alarm_rate_mean,injection_relative_false_alarm_rate_sd,injection_relative_false_alarm_rate_ci95_low,injection_relative_false_alarm_rate_ci95_high
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log,1,low,2,observed,none,100,100,0.75,0.656955364519384,0.8245478863771232,100,0.82,0.7333264161369926,0.8829977450105364,100,0.75,0.656955364519384,0.8245478863771232,100,0.75,0.656955364519384,0.8245478863771232,100,0.75,0.656955364519384,0.8245478863771232,100,0.75,0.656955364519384,0.8245478863771232,75,0.92,0.2731201101980493,0.8581882359221151,0.981811764077885,100,0.04444444444444439,6.973850769498386e-18,0.04444444444444439,0.04444444444444439,100,0.9,0.6276459144608478,0.7769836612613031,1.023016338738697,100,0.09,0.2876234912646614,0.03362683160135928,0.14637316839864073,100,0.05,0.15075567228888181,0.02045243118486686,0.07954756881513314,100,0.395,0.26869493798166294,0.34233675987277173,0.4476632401272283,100,0.021739130434782605,3.486925384749193e-18,0.021739130434782605,0.021739130434782605,100,0.2966666666666667,0.15993124224074828,0.2653207191872049,0.3280126141461285,100,0.04626849894291752,0.009634410791617695,0.04438018912653405,0.04815680875930099
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log,1,low,4,observed,none,100,100,0.89,0.8136870349691969,0.9374580364293543,100,0.89,0.8136870349691969,0.9374580364293543,100,0.89,0.8136870349691969,0.9374580364293543,100,0.89,0.8136870349691969,0.9374580364293543,100,0.89,0.8136870349691969,0.9374580364293543,100,0.89,0.8136870349691969,0.9374580364293543,89,1.0,0.45226701686664544,0.9060389190898505,1.0939610809101494,100,0.04444444444444439,6.973850769498386e-18,0.04444444444444439,0.04444444444444439,100,2.4,1.1547005383792517,2.1736828531847654,2.6263171468152344,100,0.1,0.30151134457776363,0.04090486236973372,0.15909513763026628,100,0.06,0.10730867399773196,0.03896788637356956,0.08103211362643044,100,0.5680000000000001,0.2769956666206158,0.513709846954993,0.6222901530450071,100,0.021739130434782605,3.486925384749193e-18,0.021739130434782605,0.021739130434782605,100,0.5329999999999999,0.2203835550479618,0.48980561693210933,0.5761943830678905,100,0.04533101045296164,0.010964407696525699,0.043182026033261225,0.04747999487266205
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log,1,low,8,observed,none,100,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.05,0.6571287406727709,0.9212051335075209,1.1787948664924792,100,0.04444444444444439,6.973850769498386e-18,0.04444444444444439,0.04444444444444439,100,3.71,1.2893894882948491,3.4572843040897565,3.9627156959102434,100,0.0,0.0,0.0,0.0,100,0.055,0.062360956446232366,0.04277747713239136,0.06722252286760863,100,0.46482142857142855,0.1598492633785963,0.43349154865369793,0.49615130848915917,100,0.021739130434782605,3.486925384749193e-18,0.021739130434782605,0.021739130434782605,100,0.708095238095238,0.1329135148429504,0.6820446678801567,0.7341458083103193,100,0.04211948790896157,0.013447590657844321,0.03948380857214035,0.04475516724578279
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log,1,medium,1,low_volume,none,100,100,0.1,0.0552291370606751,0.17436566150491345,100,0.12,0.06999406437019488,0.19812099426711421,100,0.1,0.0552291370606751,0.17436566150491345,100,0.21,0.141656540619153,0.29979968834089865,100,0.21,0.141656540619153,0.29979968834089865,100,0.21,0.141656540619153,0.29979968834089865,10,0.0,0.0,0.0,0.0,100,0.04444444444444439,6.973850769498386e-18,0.04444444444444439,0.04444444444444439,100,0.23,0.4461960433384737,0.14254718250123186,0.3174528174987682,100,0.13,0.3666666666666667,0.05813465390019802,0.201865346099802,100,0.02,0.14070529413628968,-0.007577730894124262,0.04757773089412426,100,0.1,0.30151134457776363,0.04090486236973372,0.15909513763026628,100,0.021739130434782605,3.486925384749193e-18,0.021739130434782605,0.021739130434782605,100,0.04833333333333333,0.14659433478105144,0.01960137168248651,0.07706529498418016,100,0.04431818181818177,0.01307179951522196,0.041756156191885455,0.046880207444478086
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log,1,medium,1,observed,controlled,100,100,0.0,3.469446951953614e-18,0.03699349820698568,100,0.0,3.469446951953614e-18,0.03699349820698568,100,0.0,3.469446951953614e-18,0.03699349820698568,100,0.0,3.469446951953614e-18,0.03699349820698568,100,0.0,3.469446951953614e-18,0.03699349820698568,100,0.0,3.469446951953614e-18,0.03699349820698568,0,,,,,100,0.04361738398200977,0.018247411857275988,0.04004095697687676,0.04719381098714277,100,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0,,,,,100,0.2993478260869564,0.09123504700031392,0.281466085462113,0.31722956671179986,93,0.0,0.0,0.0,0.0,100,0.04361738398200977,0.018247411857275988,0.04004095697687676,0.04719381098714277
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log,1,medium,1,observed,none,100,100,0.07,0.03431926106727268,0.137495147390735,100,0.11,0.06254196357064568,0.18631296503080313,100,0.07,0.03431926106727268,0.137495147390735,100,0.14,0.08526343659939134,0.22137188210963837,100,0.14,0.08526343659939134,0.22137188210963837,100,0.14,0.08526343659939134,0.22137188210963837,7,0.0,0.0,0.0,0.0,100,0.04444444444444439,6.973850769498386e-18,0.04444444444444439,0.04444444444444439,100,0.15,0.38599209705627263,0.07434693914526165,0.22565306085473835,100,0.08,0.2726599243442907,0.02655963682577743,0.1334403631742226,100,0.04,0.19694638556693236,0.0013992177403473471,0.07860078225965265,98,0.0663265306122449,0.24492535263021498,0.017834675913615136,0.11481838531087467,100,0.021739130434782605,3.486925384749193e-18,0.021739130434782605,0.021739130434782605,100,0.0425,0.12506732193836653,0.017987255335792544,0.06701274466420747,100,0.04634343434343427,0.00786333736037265,0.0448022485409724,0.04788462014589614
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log,1,medium,2,low_volume,none,100,100,0.98,0.929988209271456,0.9944980324498376,100,1.0,0.9630065017930143,1.0,100,0.98,0.929988209271456,0.9944980324498376,100,0.98,0.929988209271456,0.9944980324498376,100,0.98,0.929988209271456,0.9944980324498376,100,0.98,0.929988209271456,0.9944980324498376,98,0.9183673469387755,0.27521198531482954,0.8638791550881055,0.9728555387894455,100,0.04444444444444439,6.973850769498386e-18,0.04444444444444439,0.04444444444444439,100,1.19,0.44255913261233903,1.1032600039050529,1.276739996094947,100,0.13,0.3379976689896311,0.06375367419218325,0.19624632580781676,100,0.02,0.09847319278346618,0.0006996088701736736,0.03930039112982633,100,0.5233333333333333,0.18954135676924427,0.4861839100484757,0.5604827566181909,100,0.021739130434782605,3.486925384749193e-18,0.021739130434782605,0.021739130434782605,100,0.3891666666666667,0.11965567416193443,0.36571458547634156,0.4126187478569919,100,0.04252642706131074,0.013642619771801463,0.039852522720560245,0.045200331402061235
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log,1,medium,2,observed,controlled,100,100,0.08,0.041093461484380624,0.14998107700948735,100,0.1,0.0552291370606751,0.17436566150491345,100,0.08,0.041093461484380624,0.14998107700948735,100,0.08,0.041093461484380624,0.14998107700948735,100,0.08,0.041093461484380624,0.14998107700948735,100,0.08,0.041093461484380624,0.14998107700948735,8,0.0,0.0,0.0,0.0,100,0.0447593184751585,0.0182053570334183,0.04119113406403922,0.04832750288627778,100,0.08,0.27265992434429076,0.026559636825777416,0.1334403631742226,100,0.0,0.0,0.0,0.0,100,0.02,0.14070529413628965,-0.0075777308941242585,0.04757773089412426,48,0.16666666666666666,0.37662178857735473,0.060121705892569974,0.2732116274407633,100,0.29413043478260864,0.08632041159441789,0.2772119449970354,0.3110489245681819,93,0.053763440860215055,0.16695860359852085,0.01983097502623799,0.08769590669419211,100,0.044769929139426894,0.018940402231556276,0.041057678516771653,0.048482179762082134
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log,1,medium,2,observed,none,100,100,0.98,0.929988209271456,0.9944980324498376,100,1.0,0.9630065017930143,1.0,100,0.98,0.929988209271456,0.9944980324498376,100,0.98,0.929988209271456,0.9944980324498376,100,0.98,0.929988209271456,0.9944980324498376,100,0.98,0.929988209271456,0.9944980324498376,98,0.8877551020408163,0.3172904962243896,0.8249359431626465,0.9505742609189861,100,0.04444444444444439,6.973850769498386e-18,0.04444444444444439,0.04444444444444439,100,1.18,0.43531017619043716,1.0946807732562958,1.2653192267437041,100,0.09,0.2876234912646614,0.03362683160135928,0.14637316839864073,100,0.035,0.1282161999881214,0.00987008657886972,0.06012991342113029,100,0.54,0.19694638556693236,0.5013992177403473,0.5786007822596527,100,0.021739130434782605,3.486925384749193e-18,0.021739130434782605,0.021739130434782605,100,0.36083333333333345,0.07402091948066566,0.34632549970486903,0.37534116696179787,100,0.04695560253699785,0.0065975099071554095,0.04566251435643077,0.04824869071756493
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log,1,medium,4,low_volume,none,100,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,0.97,0.3,0.9112010804637983,1.0287989195362015,100,0.04444444444444439,6.973850769498386e-18,0.04444444444444439,0.04444444444444439,100,3.14,0.6033576087532202,3.021744081704548,3.2582559182954522,100,0.19,0.4648231987117318,0.09889632713463009,0.2811036728653699,100,0.04,0.09211323729436767,0.021946137240364764,0.05805386275963524,100,0.718,0.12782563881864206,0.6929466351614636,0.7430533648385363,100,0.021739130434782605,3.486925384749193e-18,0.021739130434782605,0.021739130434782605,100,0.6713571428571428,0.13613764628871092,0.6446746544905502,0.6980396312237354,100,0.04069105691056906,0.021630864627702497,0.036451485348093234,0.04493062847304489
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log,1,medium,4,observed,controlled,100,100,0.44,0.34672026630160796,0.5377189534832302,100,0.48,0.384645517580519,0.5768342223477603,100,0.44,0.34672026630160796,0.5377189534832302,100,0.44,0.34672026630160796,0.5377189534832302,100,0.44,0.34672026630160796,0.5377189534832302,100,0.44,0.34672026630160796,0.5377189534832302,44,0.9090909090909091,0.29080336345115265,0.8231655851584581,0.9950162330233601,100,0.040637010159295064,0.019082557291276385,0.036896897656912675,0.044377122661677454,100,0.67,0.829445476194667,0.5074316739518778,0.8325683260481223,100,0.0,0.0,0.0,0.0,100,0.03333333333333333,0.14213381090374028,0.0054756182976575946,0.06119104836900907,72,0.3958333333333333,0.34195138714985335,0.3168480441345568,0.4748186225321098,100,0.2913043478260869,0.09259291083432988,0.27315647078018535,0.3094522248719884,94,0.300531914893617,0.33405345267678077,0.23300138942419185,0.3680624403630422,100,0.04040385385695609,0.020939080018012077,0.0362998695864855,0.04450783812742669
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log,1,medium,4,observed,none,100,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,0.95,0.2972941950052816,0.891731408497682,1.008268591502318,100,0.04444444444444439,6.973850769498386e-18,0.04444444444444439,0.04444444444444439,100,3.08,0.4644971213662963,2.988960237119953,3.171039762880047,100,0.12,0.32659863237109044,0.05598784431526252,0.18401215568473747,100,0.0475,0.09856931110091564,0.028180770026128118,0.06681922997387188,100,0.7315,0.13097439799171795,0.7058294897039418,0.7571705102960583,100,0.021739130434782605,3.486925384749193e-18,0.021739130434782605,0.021739130434782605,100,0.6231666666666665,0.07350817082781466,0.6087593299274731,0.63757400340586,100,0.04703832752613235,0.011626713637790215,0.0447595335272694,0.0493171215249953
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log,1,medium,8,low_volume,none,100,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,0.97,0.361114996094098,0.8992227613378245,1.0407772386621754,100,0.04444444444444439,6.973850769498386e-18,0.04444444444444439,0.04444444444444439,100,5.76,0.7537113559452372,5.6122752887608485,5.907724711239151,100,0.06,0.2777979790634143,0.005552596605769601,0.1144474033942304,100,0.0375,0.05757077330897978,0.02621633577522798,0.04878366422477202,100,0.7096309523809523,0.09343191116989594,0.6913186342909782,0.7279432704709264,100,0.021739130434782605,3.486925384749193e-18,0.021739130434782605,0.021739130434782605,100,0.8221428571428572,0.09342311167659806,0.8038322637218777,0.8404534505638367,100,0.03645092460881932,0.020040076549109,0.03252314178045138,0.04037870743718725
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log,1,medium,8,observed,controlled,100,100,0.54,0.44264860323368227,0.6343919169097589,100,0.54,0.44264860323368227,0.6343919169097589,100,0.54,0.44264860323368227,0.6343919169097589,100,0.54,0.44264860323368227,0.6343919169097589,100,0.54,0.44264860323368227,0.6343919169097589,100,0.54,0.44264860323368227,0.6343919169097589,54,0.8148148148148148,0.39209519801278114,0.7102362362380144,0.9193933933916152,100,0.03546946739080174,0.021252600839887566,0.03130403416840321,0.039634900613200276,100,1.35,1.5266984249707212,1.050772607180336,1.6492273928196641,100,0.0,0.0,0.0,0.0,100,0.018166666666666668,0.07665477143849116,0.0031426075404074414,0.033190725792925896,74,0.5463963963963964,0.36249463618842,0.46380518884926464,0.628987603943528,100,0.36326086956521736,0.08407017993204544,0.34678341708115623,0.3797383220492785,91,0.43511250654107797,0.39207145956279815,0.3545574838553852,0.5156675292267707,100,0.035845053142540065,0.023326719894767728,0.031273100055420194,0.040417006229659935
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log,1,medium,8,observed,none,100,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,0.98,0.40151229272853056,0.9013050366901977,1.0586949633098024,100,0.04444444444444439,6.973850769498386e-18,0.04444444444444439,0.04444444444444439,100,5.7,0.9045340337332909,5.522714587109201,5.877285412890799,100,0.0,0.0,0.0,0.0,100,0.04875,0.06127589125002466,0.03674014600293586,0.06075985399706414,100,0.7132142857142857,0.11193066385319249,0.6912762787224941,0.7351522927060773,100,0.021739130434782605,3.486925384749193e-18,0.021739130434782605,0.021739130434782605,100,0.7924404761904762,0.0547515743312413,0.7817093648118661,0.8031715875690862,100,0.04349928876244663,0.013238169411047362,0.04090465523575736,0.0460939222891359
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,high,1,observed,none,100,100,0.08,0.041093461484380624,0.14998107700948735,100,0.13,0.07757167427240512,0.20980351440076428,100,0.08,0.041093461484380624,0.14998107700948735,100,0.16,0.10095288488804782,0.24420269389270244,100,0.16,0.10095288488804782,0.24420269389270244,100,0.16,0.10095288488804782,0.24420269389270244,8,0.0,0.0,0.0,0.0,100,0.04444444444444439,6.973850769498386e-18,0.04444444444444439,0.04444444444444439,100,0.18,0.43531017619043716,0.09468077325629579,0.26531922674370423,100,0.1,0.30151134457776363,0.04090486236973372,0.15909513763026628,100,0.05,0.2190429135575903,0.007068377835840273,0.09293162216415973,96,0.07291666666666667,0.251094097131006,0.022688309050827457,0.12314502428250589,100,0.021739130434782605,3.486925384749193e-18,0.021739130434782605,0.021739130434782605,100,0.06166666666666666,0.18142564247811577,0.026107894153751955,0.09722543917958137,100,0.04041414141414137,0.013910873881728876,0.037687660233974615,0.04314062259430812
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,high,2,observed,none,100,100,0.97,0.9154806357094724,0.9897454759759611,100,1.0,0.9630065017930143,1.0,100,0.97,0.9154806357094724,0.9897454759759611,100,0.97,0.9154806357094724,0.9897454759759611,100,0.97,0.9154806357094724,0.9897454759759611,100,0.97,0.9154806357094724,0.9897454759759611,97,0.9175257731958762,0.27651488404723595,0.8624981522444379,0.9725533941473146,100,0.04444444444444439,6.973850769498386e-18,0.04444444444444439,0.04444444444444439,100,1.13,0.41814887880811646,1.0480443257360288,1.211955674263971,100,0.08,0.2726599243442907,0.02655963682577743,0.1334403631742226,100,0.04,0.13632996217214535,0.013279818412888715,0.0667201815871113,100,0.5216666666666666,0.18600743380870233,0.48520987955448913,0.5581234537788441,100,0.021739130434782605,3.486925384749193e-18,0.021739130434782605,0.021739130434782605,100,0.43750000000000006,0.14476217967556998,0.4091271341512367,0.4658728658487634,100,0.03672304439746296,0.015199206216881605,0.033744054719594435,0.03970203407533149
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,high,4,observed,none,100,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,0.96,0.3458264877015056,0.8922192539205065,1.0277807460794934,100,0.04444444444444439,6.973850769498386e-18,0.04444444444444439,0.04444444444444439,100,2.98,0.49195548784438003,2.8835784961828184,3.0764215038171816,100,0.03,0.1714466079977653,-0.0036029176947176764,0.06360291769471768,100,0.05,0.10050378152592122,0.030301620789911242,0.06969837921008876,100,0.7380000000000001,0.12270519816440399,0.7139502230881919,0.7620497769118083,100,0.021739130434782605,3.486925384749193e-18,0.021739130434782605,0.021739130434782605,100,0.7254999999999998,0.14480248942183607,0.6971192335861457,0.7538807664138539,100,0.03241579558652726,0.01898569437431752,0.028694667867012556,0.036136923306041964
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,high,8,observed,none,100,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,0.93,0.4083719833285295,0.8499605620380891,1.0100394379619109,100,0.04444444444444439,6.973850769498386e-18,0.04444444444444439,0.04444444444444439,100,5.8,0.6356417261637282,5.675416510964822,5.924583489035178,100,0.0,0.0,0.0,0.0,100,0.0525,0.06200562046860728,0.04034712170424701,0.06465287829575299,100,0.7292857142857143,0.08351557068163468,0.712916963217283,0.7456544653541456,100,0.021739130434782605,3.486925384749193e-18,0.021739130434782605,0.021739130434782605,100,0.874404761904762,0.08437778366895822,0.857867020196115,0.890942503613409,100,0.025618776671408234,0.0180831198692781,0.02207455030421766,0.029163003038598808
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,low,1,observed,none,100,100,0.13,0.07757167427240512,0.20980351440076428,100,0.18,0.1170022549894635,0.2666735838630073,100,0.13,0.07757167427240512,0.20980351440076428,100,0.19,0.12514751509768735,0.27778845379064376,100,0.19,0.12514751509768735,0.27778845379064376,100,0.2,0.1333669333310325,0.2888291655931589,13,0.0,0.0,0.0,0.0,100,0.04444444444444439,6.973850769498386e-18,0.04444444444444439,0.04444444444444439,100,0.25,0.5388914922357194,0.14437920836429438,0.3556207916357056,100,0.12,0.32659863237109044,0.05598784431526252,0.18401215568473747,100,0.05,0.21904291355759029,0.007068377835840273,0.09293162216415973,97,0.10824742268041238,0.29071395702820413,0.050394126689633174,0.16610071867119158,100,0.021739130434782605,3.486925384749193e-18,0.021739130434782605,0.021739130434782605,100,0.07666666666666666,0.18827887237358074,0.0397646857764635,0.11356864755686982,100,0.0406515151515151,0.014180258971229353,0.037872235464009044,0.04343079483902115
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,low,2,observed,none,100,100,0.76,0.6676766365018553,0.8330867444305122,100,0.8,0.7111708344068411,0.8666330666689676,100,0.76,0.6676766365018553,0.8330867444305122,100,0.76,0.6676766365018553,0.8330867444305122,100,0.76,0.6676766365018553,0.8330867444305122,100,0.76,0.6676766365018553,0.8330867444305122,76,0.8552631578947368,0.3541731165563361,0.7756367933318017,0.934889522457672,100,0.04444444444444439,6.973850769498386e-18,0.04444444444444439,0.04444444444444439,100,0.88,0.5908391567007972,0.764197653221042,0.995802346778958,100,0.01,0.09999999999999999,-0.009599639845400536,0.02959963984540054,100,0.045,0.14381174563233068,0.016813415800679646,0.07318658419932035,100,0.4383333333333333,0.295547770839986,0.3804070346775863,0.4962596319890803,100,0.021739130434782605,3.486925384749193e-18,0.021739130434782605,0.021739130434782605,100,0.3625,0.2178789576337594,0.31979650900487033,0.40520349099512964,100,0.03743128964059192,0.012313939327183658,0.035017801881682784,0.039844777399501055
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,low,4,observed,none,100,100,0.93,0.8625048526092651,0.9656807389327273,100,0.93,0.8625048526092651,0.9656807389327273,100,0.93,0.8625048526092651,0.9656807389327273,100,0.93,0.8625048526092651,0.9656807389327273,100,0.93,0.8625048526092651,0.9656807389327273,100,0.93,0.8625048526092651,0.9656807389327273,93,1.0,0.4423258684646914,0.9101022223733108,1.0898977776266892,100,0.04444444444444439,6.973850769498386e-18,0.04444444444444439,0.04444444444444439,100,2.52,0.9997979593877754,2.3240432007783323,2.7159567992216678,100,0.01,0.09999999999999999,-0.009599639845400536,0.02959963984540054,100,0.0525,0.10234004518508309,0.03244171972610353,0.07255828027389646,100,0.6281666666666667,0.25040589944750596,0.5790880122233196,0.6772453211100137,100,0.021739130434782605,3.486925384749193e-18,0.021739130434782605,0.021739130434782605,100,0.6455,0.2401231329286129,0.5984367307604994,0.6925632692395005,100,0.032671312427409956,0.015576805992938189,0.029618314553377302,0.03572431030144261
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,low,8,observed,none,100,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.01,0.7034546786030249,0.8721254165181872,1.1478745834818127,100,0.04444444444444439,6.973850769498386e-18,0.04444444444444439,0.04444444444444439,100,3.69,1.1254179919326226,3.469422126825867,3.910577873174133,100,0.0,0.0,0.0,0.0,100,0.0525,0.06200562046860728,0.04034712170424701,0.06465287829575299,100,0.4616071428571428,0.140179978807468,0.4341323718755203,0.48908191383876537,100,0.021739130434782605,3.486925384749193e-18,0.021739130434782605,0.021739130434782605,100,0.777595238095238,0.15942096970135947,0.7463493021957265,0.8088411739947495,100,0.029174964438122314,0.01744923295861244,0.025754977622449347,0.03259495125379528
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,medium,1,low_volume,none,100,100,0.05,0.02154367915436796,0.11175046923191913,100,0.12,0.06999406437019488,0.19812099426711421,100,0.05,0.02154367915436796,0.11175046923191913,100,0.16,0.10095288488804782,0.24420269389270244,100,0.16,0.10095288488804782,0.24420269389270244,100,0.16,0.10095288488804782,0.24420269389270244,5,0.0,0.0,0.0,0.0,100,0.04444444444444439,6.973850769498386e-18,0.04444444444444439,0.04444444444444439,100,0.2,0.49236596391733095,0.10349804435086837,0.2965019556491316,100,0.15,0.38599209705627263,0.07434693914526165,0.22565306085473835,100,0.07,0.2564323999762428,0.01974017315773944,0.12025982684226058,96,0.036458333333333336,0.16614501697814069,0.0032230186675580447,0.06969364799910863,100,0.021739130434782605,3.486925384749193e-18,0.021739130434782605,0.021739130434782605,97,0.06872852233676975,0.20659353729615826,0.027615542467636152,0.10984150220590336,100,0.03995959595959591,0.017117959028673628,0.03660453764109266,0.04331465427809916
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,medium,1,observed,controlled,100,100,0.0,3.469446951953614e-18,0.03699349820698568,100,0.0,3.469446951953614e-18,0.03699349820698568,100,0.0,3.469446951953614e-18,0.03699349820698568,100,0.0,3.469446951953614e-18,0.03699349820698568,100,0.0,3.469446951953614e-18,0.03699349820698568,100,0.0,3.469446951953614e-18,0.03699349820698568,0,,,,,100,0.03928168426034133,0.021404075507553532,0.035086562548623246,0.04347680597205941,100,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0,,,,,100,0.2997826086956521,0.08914114570860168,0.28231126518270244,0.31725395220860175,84,0.0,0.0,0.0,0.0,100,0.03928168426034133,0.021404075507553532,0.035086562548623246,0.04347680597205941
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,medium,1,observed,none,100,100,0.13,0.07757167427240512,0.20980351440076428,100,0.18,0.1170022549894635,0.2666735838630073,100,0.13,0.07757167427240512,0.20980351440076428,100,0.2,0.1333669333310325,0.2888291655931589,100,0.2,0.1333669333310325,0.2888291655931589,100,0.2,0.1333669333310325,0.2888291655931589,13,0.0,0.0,0.0,0.0,100,0.04444444444444439,6.973850769498386e-18,0.04444444444444439,0.04444444444444439,100,0.26,0.5617433182117572,0.14990033277489329,0.37009966722510673,100,0.13,0.3379976689896311,0.06375367419218325,0.19624632580781676,100,0.05,0.2190429135575903,0.007068377835840273,0.09293162216415973,98,0.10204081632653061,0.2776854230836418,0.04706291778113383,0.1570187148719274,100,0.021739130434782605,3.486925384749193e-18,0.021739130434782605,0.021739130434782605,100,0.08333333333333331,0.20719385350268701,0.042724084264999844,0.12394258240166678,100,0.039752525252525206,0.014211440412984493,0.036967134114736545,0.04253791639031387
