detector_family,detector_variant,scenario_type,affected_metrics,dimensionality,magnitude_level,duration_weeks,volume_condition,missingness_condition,metric,repositories_observed,cross_repository_mean,cross_repository_minimum,cross_repository_maximum,cross_repository_range,cross_repository_sd,interpretation
causal_rolling_mad,failure_rate,metric_shift,failure_rate+rerun_rate,2,high,1,observed,none,strict_incremental_episode_detected_proportion,3,0.043333333333333335,0.0,0.09,0.09,0.04509249752822894,descriptive stability across three repositories; not population-level transportability
causal_rolling_mad,failure_rate,metric_shift,failure_rate+rerun_rate,2,high,1,observed,none,strict_incremental_detection_delay_weeks_mean,2,0.0,0.0,0.0,0.0,0.0,descriptive stability across three repositories; not population-level transportability
causal_rolling_mad,failure_rate,metric_shift,failure_rate+rerun_rate,2,high,1,observed,none,reference_alarm_burden_mean,3,0.014814814814814796,0.0,0.022222222222222195,0.022222222222222195,0.012830005981991669,descriptive stability across three repositories; not population-level transportability
causal_rolling_mad,failure_rate,metric_shift,failure_rate+rerun_rate,2,high,1,observed,none,incremental_spillover_weeks_mean,3,0.05000000000000001,0.0,0.08,0.08,0.04358898943540674,descriptive stability across three repositories; not population-level transportability
causal_rolling_mad,failure_rate,metric_shift,failure_rate+rerun_rate,2,high,1,observed,none,pair_unevaluable_fraction_mean,3,0.021739130434782605,0.021739130434782605,0.021739130434782605,0.0,0.0,descriptive stability across three repositories; not population-level transportability
causal_rolling_mad,failure_rate,metric_shift,failure_rate+rerun_rate,2,high,2,observed,none,strict_incremental_episode_detected_proportion,3,0.5499999999999999,0.18,0.74,0.56,0.3204684071792413,descriptive stability across three repositories; not population-level transportability
causal_rolling_mad,failure_rate,metric_shift,failure_rate+rerun_rate,2,high,2,observed,none,strict_incremental_detection_delay_weeks_mean,3,0.89527884048432,0.863013698630137,0.9444444444444444,0.08143074581430743,0.04326616236176212,descriptive stability across three repositories; not population-level transportability
causal_rolling_mad,failure_rate,metric_shift,failure_rate+rerun_rate,2,high,2,observed,none,reference_alarm_burden_mean,3,0.014814814814814796,0.0,0.022222222222222195,0.022222222222222195,0.012830005981991669,descriptive stability across three repositories; not population-level transportability
causal_rolling_mad,failure_rate,metric_shift,failure_rate+rerun_rate,2,high,2,observed,none,incremental_spillover_weeks_mean,3,0.006666666666666667,0.0,0.02,0.02,0.011547005383792516,descriptive stability across three repositories; not population-level transportability
causal_rolling_mad,failure_rate,metric_shift,failure_rate+rerun_rate,2,high,2,observed,none,pair_unevaluable_fraction_mean,3,0.021739130434782605,0.021739130434782605,0.021739130434782605,0.0,0.0,descriptive stability across three repositories; not population-level transportability
