repo_full,detector_family,detector_variant,dimensionality,magnitude_level,duration_weeks,scenario_detector_rows,strict_incremental_episode_detected_n,strict_incremental_episode_detected_proportion,strict_incremental_episode_detected_ci95_low,strict_incremental_episode_detected_ci95_high,total_operational_episode_detected_n,total_operational_episode_detected_proportion,total_operational_episode_detected_ci95_low,total_operational_episode_detected_ci95_high,incremental_detected_within_0w_post_n,incremental_detected_within_0w_post_proportion,incremental_detected_within_0w_post_ci95_low,incremental_detected_within_0w_post_ci95_high,incremental_detected_within_1w_post_n,incremental_detected_within_1w_post_proportion,incremental_detected_within_1w_post_ci95_low,incremental_detected_within_1w_post_ci95_high,incremental_detected_within_2w_post_n,incremental_detected_within_2w_post_proportion,incremental_detected_within_2w_post_ci95_low,incremental_detected_within_2w_post_ci95_high,incremental_detected_within_4w_post_n,incremental_detected_within_4w_post_proportion,incremental_detected_within_4w_post_ci95_low,incremental_detected_within_4w_post_ci95_high,strict_incremental_detection_delay_weeks_n,strict_incremental_detection_delay_weeks_mean,strict_incremental_detection_delay_weeks_sd,strict_incremental_detection_delay_weeks_ci95_low,strict_incremental_detection_delay_weeks_ci95_high,reference_alarm_burden_n,reference_alarm_burden_mean,reference_alarm_burden_sd,reference_alarm_burden_ci95_low,reference_alarm_burden_ci95_high,incremental_alarm_duration_weeks_n,incremental_alarm_duration_weeks_mean,incremental_alarm_duration_weeks_sd,incremental_alarm_duration_weeks_ci95_low,incremental_alarm_duration_weeks_ci95_high,incremental_spillover_weeks_n,incremental_spillover_weeks_mean,incremental_spillover_weeks_sd,incremental_spillover_weeks_ci95_low,incremental_spillover_weeks_ci95_high,reference_alarm_overlap_fraction_n,reference_alarm_overlap_fraction_mean,reference_alarm_overlap_fraction_sd,reference_alarm_overlap_fraction_ci95_low,reference_alarm_overlap_fraction_ci95_high,incremental_boundary_overlap_n,incremental_boundary_overlap_mean,incremental_boundary_overlap_sd,incremental_boundary_overlap_ci95_low,incremental_boundary_overlap_ci95_high,pair_unevaluable_fraction_n,pair_unevaluable_fraction_mean,pair_unevaluable_fraction_sd,pair_unevaluable_fraction_ci95_low,pair_unevaluable_fraction_ci95_high,injection_relative_precision_n,injection_relative_precision_mean,injection_relative_precision_sd,injection_relative_precision_ci95_low,injection_relative_precision_ci95_high,injection_relative_false_alarm_rate_n,injection_relative_false_alarm_rate_mean,injection_relative_false_alarm_rate_sd,injection_relative_false_alarm_rate_ci95_low,injection_relative_false_alarm_rate_ci95_high
containerd/containerd,causal_rolling_mad,failure_rate,1,medium,4,300,300,0.17,0.13173009843992434,0.21661426256827604,300,0.24666666666666667,0.20129380271657715,0.2984453027038595,300,0.17,0.13173009843992434,0.21661426256827604,300,0.17,0.13173009843992434,0.21661426256827604,300,0.17,0.13173009843992434,0.21661426256827604,300,0.17,0.13173009843992434,0.21661426256827604,51,1.2156862745098038,0.7566696898963531,1.008018389123946,1.4233541598956616,300,0.022222222222222195,3.475243859842279e-18,0.022222222222222195,0.022222222222222195,300,0.35,0.8775345518166832,0.2506994420005314,0.44930055799946855,300,0.0,0.0,0.0,0.0,300,0.029166666666666667,0.08038976262771287,0.0200698758111377,0.038263457522195635,300,0.0875,0.2193836379541708,0.06267486050013285,0.11232513949986714,300,0.021739130434782598,3.475243859842279e-18,0.021739130434782598,0.021739130434782598,282,0.2198581560283688,0.3832671297394275,0.17512545614824443,0.2645908559084932,300,0.01957220286488577,0.00970084463823087,0.018474469124774635,0.020669936604996907
containerd/containerd,causal_rolling_mad,failure_rate,1,medium,8,300,300,0.19333333333333333,0.15263726685545376,0.2417837554956011,300,0.31666666666666665,0.26662835068573615,0.37134073876326396,300,0.19333333333333333,0.15263726685545376,0.2417837554956011,300,0.19333333333333333,0.15263726685545376,0.2417837554956011,300,0.19333333333333333,0.15263726685545376,0.2417837554956011,300,0.19333333333333333,0.15263726685545376,0.2417837554956011,58,1.396551724137931,1.0750708695107776,1.119875915158422,1.67322753311744,300,0.022222222222222195,3.475243859842279e-18,0.022222222222222195,0.022222222222222195,300,0.4166666666666667,1.009845623267072,0.3023939765758388,0.5309393567574946,300,0.0,0.0,0.0,0.0,300,0.024583333333333332,0.0497677857374922,0.018951681697622756,0.030214984969043908,300,0.052142857142857144,0.12626940591223476,0.03785439130480132,0.06643132298091298,300,0.021739130434782598,3.475243859842279e-18,0.021739130434782598,0.021739130434782598,274,0.3067518248175183,0.43518907708152055,0.25522293378716254,0.358280715847874,300,0.01881697486960643,0.012437525435506778,0.017409562234603528,0.02022438750460933
containerd/containerd,causal_rolling_mad,failure_rate,2,high,1,300,300,0.056666666666666664,0.03567747646328951,0.08886595802247463,300,0.07666666666666666,0.051627611786607464,0.1124101038501748,300,0.056666666666666664,0.03567747646328951,0.08886595802247463,300,0.08666666666666667,0.05982889751804311,0.12395595869424827,300,0.08666666666666667,0.05982889751804311,0.12395595869424827,300,0.08666666666666667,0.05982889751804311,0.12395595869424827,17,0.0,0.0,0.0,0.0,300,0.022222222222222195,3.475243859842279e-18,0.022222222222222195,0.022222222222222195,300,0.10666666666666667,0.3684309434469181,0.06497554670699093,0.1483577866263424,300,0.05,0.21830909938949905,0.025296453751182585,0.07470354624881742,300,0.02,0.14023391829177734,0.004131329862742127,0.03586867013725788,292,0.04794520547945205,0.20161518859566663,0.02482030290667869,0.07107010805222541,300,0.021739130434782598,3.475243859842279e-18,0.021739130434782598,0.021739130434782598,267,0.05056179775280899,0.18120401824831972,0.02882676573007941,0.07229682977553856,300,0.020895622895622874,0.009482975461926295,0.019822542920691855,0.021968702870553893
containerd/containerd,causal_rolling_mad,failure_rate,2,high,2,300,300,0.49333333333333335,0.43720207035328285,0.5496331692630444,300,0.5166666666666667,0.4602663137927717,0.5726455871664101,300,0.49333333333333335,0.43720207035328285,0.5496331692630444,300,0.49333333333333335,0.43720207035328285,0.5496331692630444,300,0.49333333333333335,0.43720207035328285,0.5496331692630444,300,0.49333333333333335,0.43720207035328285,0.5496331692630444,148,0.8851351351351351,0.319941505041595,0.833589984069512,0.9366802862007582,300,0.022222222222222195,3.475243859842279e-18,0.022222222222222195,0.022222222222222195,300,0.5533333333333333,0.6069460441896081,0.4846521848374407,0.6220144818292259,300,0.01,0.09966499068325334,-0.0012779481644004023,0.0212779481644004,300,0.016666666666666666,0.08990270970850653,0.006493404290572933,0.026839929042760398,300,0.2783333333333333,0.3078814218163635,0.24349391086188482,0.3131727558047818,300,0.021739130434782598,3.475243859842279e-18,0.021739130434782598,0.021739130434782598,268,0.3358208955223881,0.31370755843766,0.29826261713464086,0.3733791739101353,300,0.019286469344608818,0.008743517853108488,0.01829706533778703,0.020275873351430607
containerd/containerd,causal_rolling_mad,failure_rate,2,high,4,300,300,0.54,0.4834517097991302,0.5955368525029061,300,0.5666666666666667,0.5100989219821965,0.6215486818545306,300,0.54,0.4834517097991302,0.5955368525029061,300,0.54,0.4834517097991302,0.5955368525029061,300,0.54,0.4834517097991302,0.5955368525029061,300,0.54,0.4834517097991302,0.5955368525029061,162,0.9506172839506173,0.428814183734003,0.8845844820425794,1.0166500858586551,300,0.022222222222222195,3.475243859842279e-18,0.022222222222222195,0.022222222222222195,300,1.3033333333333332,1.3629064294147353,1.1491087860926925,1.457557880573974,300,0.0,0.0,0.0,0.0,300,0.021666666666666667,0.07045401419324544,0.013694190929719002,0.029639142403614333,300,0.32888888888888884,0.34373225661671725,0.2899926370959601,0.36778514068181756,300,0.021739130434782598,3.475243859842279e-18,0.021739130434782598,0.021739130434782598,267,0.4905742821473159,0.39227024228017215,0.44352231078407883,0.537626253510553,300,0.018114595431668584,0.010662602508618309,0.016908030542980856,0.01932116032035631
containerd/containerd,causal_rolling_mad,failure_rate,2,high,8,300,300,0.5366666666666666,0.4801320652390865,0.5922741168711132,300,0.5833333333333334,0.5268355964602695,0.6377239083356395,300,0.5366666666666666,0.4801320652390865,0.5922741168711132,300,0.5366666666666666,0.4801320652390865,0.5922741168711132,300,0.5366666666666666,0.4801320652390865,0.5922741168711132,300,0.5366666666666666,0.4801320652390865,0.5922741168711132,161,0.9503105590062112,0.4444271908314235,0.8816613124690741,1.0189598055433482,300,0.022222222222222195,3.475243859842279e-18,0.022222222222222195,0.022222222222222195,300,1.9266666666666667,2.0466030805834663,1.695075981736207,2.1582573515971264,300,0.0,0.0,0.0,0.0,300,0.020416666666666666,0.04628589781648202,0.015179020500862818,0.025654312832470515,300,0.24154761904761904,0.25596258456607546,0.21258325813239537,0.2705119799628427,300,0.021739130434782598,3.475243859842279e-18,0.021739130434782598,0.021739130434782598,261,0.5815453384418902,0.4215774662018467,0.5304000977642305,0.6326905791195498,300,0.017012802275960155,0.013060024408132078,0.015534948545267269,0.01849065600665304
containerd/containerd,causal_rolling_mad,failure_rate,2,low,1,300,300,0.056666666666666664,0.03567747646328951,0.08886595802247463,300,0.08333333333333333,0.057080874056394275,0.12012160196406074,300,0.056666666666666664,0.03567747646328951,0.08886595802247463,300,0.09,0.06259022560547936,0.12777701079864834,300,0.09333333333333334,0.06536421957889091,0.1315853970170732,300,0.10333333333333333,0.07375658473854114,0.142940172432932,17,0.0,0.0,0.0,0.0,300,0.022222222222222195,3.475243859842279e-18,0.022222222222222195,0.022222222222222195,300,0.13,0.4086440585095836,0.08375842130755669,0.17624157869244333,300,0.07333333333333333,0.26111842459139595,0.043785544916126504,0.10288112175054016,300,0.02666666666666667,0.16137646493112862,0.008405536113495794,0.04492779721983754,295,0.04406779661016949,0.18832522387032713,0.022577343349693708,0.06555824987064528,300,0.021739130434782598,3.475243859842279e-18,0.021739130434782598,0.021739130434782598,269,0.056381660470879794,0.19588839952561893,0.032972778659667336,0.07979054228209226,300,0.021430976430976408,0.010183175943491591,0.020278662768452135,0.022583290093500682
containerd/containerd,causal_rolling_mad,failure_rate,2,low,2,300,300,0.10333333333333333,0.07375658473854114,0.142940172432932,300,0.12,0.0879508443036389,0.16165781382701605,300,0.10333333333333333,0.07375658473854114,0.142940172432932,300,0.10333333333333333,0.07375658473854114,0.142940172432932,300,0.10666666666666667,0.07657584904594214,0.14670328831736743,300,0.10666666666666667,0.07657584904594214,0.14670328831736743,31,0.5483870967741935,0.5058794110206737,0.37030746525457114,0.7264667282938159,300,0.022222222222222195,3.475243859842279e-18,0.022222222222222195,0.022222222222222195,300,0.14,0.425444878311639,0.09185726450667767,0.18814273549332236,300,0.006666666666666667,0.08151300584956361,-0.0025572287894367043,0.015890562122770038,300,0.008333333333333333,0.06411649792820473,0.0010780018958852448,0.015588664770781422,300,0.06666666666666667,0.20984678808706383,0.04292070349256397,0.09041262984076937,300,0.021739130434782598,3.475243859842279e-18,0.021739130434782598,0.021739130434782598,253,0.08893280632411067,0.22929335768790096,0.06067884772609754,0.1171867649221238,300,0.01929351656095836,0.009150774431514894,0.018258027980713236,0.020329005141203484
containerd/containerd,causal_rolling_mad,failure_rate,2,low,4,300,300,0.15666666666666668,0.11990681678878562,0.2021080234520693,300,0.19333333333333333,0.15263726685545376,0.2417837554956011,300,0.15666666666666668,0.11990681678878562,0.2021080234520693,300,0.15666666666666668,0.11990681678878562,0.2021080234520693,300,0.15666666666666668,0.11990681678878562,0.2021080234520693,300,0.15666666666666668,0.11990681678878562,0.2021080234520693,47,1.3191489361702127,0.8624127675792063,1.0725936379841172,1.5657042343563081,300,0.022222222222222195,3.475243859842279e-18,0.022222222222222195,0.022222222222222195,300,0.23,0.5985769076578806,0.16226589105469125,0.2977341089453088,300,0.0,0.0,0.0,0.0,300,0.0175,0.06389333188629133,0.010269921713487859,0.024730078286512143,300,0.0575,0.14964422691447016,0.04056647276367281,0.0744335272363272,300,0.021739130434782598,3.475243859842279e-18,0.021739130434782598,0.021739130434782598,256,0.17024739583333331,0.3342523012107043,0.12930224132566992,0.2111925503409967,300,0.018687572590011595,0.010327053994779381,0.017518977892458924,0.019856167287564265
containerd/containerd,causal_rolling_mad,failure_rate,2,low,8,300,300,0.23,0.18597181807303015,0.28085538638822466,300,0.3,0.2509396637848768,0.35411752470494157,300,0.23,0.18597181807303015,0.28085538638822466,300,0.23,0.18597181807303015,0.28085538638822466,300,0.23,0.18597181807303015,0.28085538638822466,300,0.23,0.18597181807303015,0.28085538638822466,69,1.8840579710144927,1.7195778541810605,1.4783202467083418,2.2897956953206435,300,0.022222222222222195,3.475243859842279e-18,0.022222222222222195,0.022222222222222195,300,0.37666666666666665,0.78112487849783,0.28827568976265394,0.46505764357067936,300,0.0,0.0,0.0,0.0,300,0.023333333333333334,0.04878684326545683,0.017812683748353226,0.028853982918313443,300,0.04708333333333333,0.09764060981222875,0.03603446122033174,0.05813220544633492,300,0.021739130434782598,3.475243859842279e-18,0.021739130434782598,0.021739130434782598,243,0.3233882030178326,0.43911756899618504,0.2681771833891335,0.37859922264653173,300,0.016289710763394957,0.0132308188226807,0.01479253018040576,0.017786891346384153
